id_producto;nombre;precio;categoria_actual;subcategoria_actual;categoria_nueva;subcategoria_nueva
ME-3048;Ventresca de atún claro en aceite de oliva Hacendado;33;Despensa;Aceites;Aceite, especias y salsas;Aceite
ME-3538;Agua de coco Hacendado 100% natural;26;Bebidas;Agua;Revisar;Revisar
ME-4072;Agua de colonia bebé Nenuco;285;Bebidas;Agua;Revisar;Revisar
ME-2034;Agua de colonia Deliplus Citrus Classic;275;Bebidas;Agua;Revisar;Revisar
ME-2035;Agua de colonia Deliplus Floral Infusion;275;Bebidas;Agua;Revisar;Revisar
ME-4073;Agua de colonia fresca infantil Deliplus con notas cítricas;19;Bebidas;Agua;Revisar;Revisar
ME-1995;Agua de colonia S3 Classic fresh;375;Bebidas;Agua;Revisar;Revisar
ME-2028;Agua de colonia S3 Mediterránea;375;Bebidas;Agua;Revisar;Revisar
ME-2668;Agua de peinado cabello Aqua Styling Deliplus;21;Bebidas;Agua;Revisar;Revisar
ME-3554;Agua de soda con sifón La Casa;16;Bebidas;Agua;Revisar;Revisar
ME-4241;Agua destilada Bosque Verde;9;Bebidas;Agua;Revisar;Revisar
ME-0641;Agua facial de avena Deliplus;29;Bebidas;Agua;Revisar;Revisar
ME-0632;Agua micelar cara y ojos Facial Clean;30;Bebidas;Agua;Revisar;Revisar
ME-3555;Agua mineral con gas grande Aguadoy;27;Bebidas;Agua;Revisar;Revisar
ME-3552;Agua mineral con gas grande San Pellegrino;834;Bebidas;Agua;Revisar;Revisar
ME-3550;Agua mineral con gas grande Vichy Catalan;155;Bebidas;Agua;Revisar;Revisar
ME-3557;Agua mineral con gas pequeña Aguadoy;174;Bebidas;Agua;Revisar;Revisar
ME-3551;Agua mineral con gas pequeña Vichy Catalan;615;Bebidas;Agua;Revisar;Revisar
ME-3526;Agua mineral grande Aguadoy;95;Bebidas;Agua;Revisar;Revisar
ME-3518;Agua mineral grande Bezoya;45;Bebidas;Agua;Revisar;Revisar
ME-3509;Agua mineral grande Fuente Dehesa;13;Bebidas;Agua;Revisar;Revisar
ME-3524;Agua mineral grande Lanjarón;36;Bebidas;Agua;Revisar;Revisar
ME-3536;Agua mineral grande Liviana;48;Bebidas;Agua;Revisar;Revisar
ME-3520;Agua mineral grande Nestlé Aquarel;384;Bebidas;Agua;Revisar;Revisar
ME-3522;Agua mineral grande Solán de Cabras;534;Bebidas;Agua;Revisar;Revisar
ME-3530;Agua mineral mediana Aguadoy;24;Bebidas;Agua;Revisar;Revisar
ME-3512;Agua mineral mediana Fuente Dehesa;30;Bebidas;Agua;Revisar;Revisar
ME-3532;Agua mineral pequeña Aguadoy;156;Bebidas;Agua;Revisar;Revisar
ME-3534;Agua mineral pequeña Aguadoy tapón infantil;168;Bebidas;Agua;Revisar;Revisar
ME-3514;Agua mineral pequeña Fuente Dehesa;174;Bebidas;Agua;Revisar;Revisar
ME-3516;Agua mineral pequeña Fuente Dehesa tapón infantil;24;Bebidas;Agua;Revisar;Revisar
ME-3974;Agua oxigenada Deliplus desinfectante antiséptico;65;Bebidas;Agua;Revisar;Revisar
ME-4242;Agua para plancha Bosque Verde perfume ropa limpia;15;Bebidas;Agua;Revisar;Revisar
ME-4074;Agua perfumada bebé con notas florales Deliplus;32;Bebidas;Agua;Revisar;Revisar
ME-0101;Aguacate;118;Bebidas;Agua;Revisar;Revisar
ME-0102;Aguacates;387;Bebidas;Agua;Revisar;Revisar
ME-3867;Cerveza con aguardiente de agave Desperados;594;Bebidas;Agua;Revisar;Revisar
ME-0939;Esponja de baño dermo agua Deliplus;15;Bebidas;Agua;Revisar;Revisar
ME-1402;Pipas calabaza tostadas Hacendado aguasal;155;Bebidas;Agua;Revisar;Revisar
ME-1374;Pipas girasol tostadas Hacendado gigante aguasal;12;Bebidas;Agua;Revisar;Revisar
ME-3986;Tiras adhesivas protectoras de poliuretano Aqua Deliplus surtidas resistentes al agua;13;Bebidas;Agua;Revisar;Revisar
ME-4445;Ambientador coche Bali Bosque Verde;185;Hogar;Ambientadores;Revisar;Revisar
ME-4447;Ambientador coche Exótico Bosque Verde;185;Hogar;Ambientadores;Revisar;Revisar
ME-4446;Ambientador coche Frutos Silvestres Bosque Verde;185;Hogar;Ambientadores;Revisar;Revisar
ME-4448;Ambientador coche Marine Bosque Verde;185;Hogar;Ambientadores;Revisar;Revisar
ME-4474;Ambientador líquido concentrado Foresan deluxe;17;Hogar;Ambientadores;Revisar;Revisar
ME-4469;Ambientador perlas Tiernos Recuerdos Bosque Verde;145;Hogar;Ambientadores;Revisar;Revisar
ME-4401;Ambientador spray de tejidos Elixir Floral Bosque Verde;215;Hogar;Ambientadores;Revisar;Revisar
ME-4405;Ambientador spray Essence Bosque Verde;115;Hogar;Ambientadores;Revisar;Revisar
ME-4399;Ambientador spray Fresh Bosque Verde;115;Hogar;Ambientadores;Revisar;Revisar
ME-4404;Ambientador spray Red Elixir Bosque Verde;115;Hogar;Ambientadores;Revisar;Revisar
ME-4398;Ambientador spray Ropa Limpia Bosque Verde;115;Hogar;Ambientadores;Revisar;Revisar
ME-4400;Ambientador spray Sweet Blossom Bosque Verde;115;Hogar;Ambientadores;Revisar;Revisar
ME-4466;Ambientador varitas Bambú Bosque Verde;21;Hogar;Ambientadores;Revisar;Revisar
ME-4467;Ambientador varitas Fruta Tropical Bosque Verde;21;Hogar;Ambientadores;Revisar;Revisar
ME-4468;Ambientador varitas Magnolia Bosque Verde;21;Hogar;Ambientadores;Revisar;Revisar
ME-4476;Ambientador varitas Pistacho Bosque Verde;21;Hogar;Ambientadores;Revisar;Revisar
ME-4417;Difusor ambientador automático Bosque Verde;45;Hogar;Ambientadores;Revisar;Revisar
ME-4406;Difusor ambientador eléctrico Bosque Verde;22;Hogar;Ambientadores;Revisar;Revisar
ME-4402;Difusor ambientador spray manual Bosque Verde con recambio;29;Hogar;Ambientadores;Revisar;Revisar
ME-4422;Recambio ambientador automático Delice Bosque Verde;18;Hogar;Ambientadores;Revisar;Revisar
ME-4420;Recambio ambientador automático Flower Bosque Verde;18;Hogar;Ambientadores;Revisar;Revisar
ME-4421;Recambio ambientador automático Infantil Bosque Verde;18;Hogar;Ambientadores;Revisar;Revisar
ME-4418;Recambio ambientador automático Love Bosque Verde;18;Hogar;Ambientadores;Revisar;Revisar
ME-4419;Recambio ambientador automático Ropa Limpia Bosque Verde;18;Hogar;Ambientadores;Revisar;Revisar
ME-4409;Recambio ambientador eléctrico Brisa Azul Bosque Verde;16;Hogar;Ambientadores;Revisar;Revisar
ME-4416;Recambio ambientador eléctrico Coconut Cream Bosque Verde;16;Hogar;Ambientadores;Revisar;Revisar
ME-4412;Recambio ambientador eléctrico Jardín 6 fragancias Bosque Verde;29;Hogar;Ambientadores;Revisar;Revisar
ME-4415;Recambio ambientador eléctrico Matcha Bosque Verde;16;Hogar;Ambientadores;Revisar;Revisar
ME-4413;Recambio ambientador eléctrico Mundo 6 fragancias Bosque Verde;29;Hogar;Ambientadores;Revisar;Revisar
ME-4410;Recambio ambientador eléctrico Orquídea Bosque Verde;16;Hogar;Ambientadores;Revisar;Revisar
ME-4408;Recambio ambientador eléctrico Ropa Limpia Bosque Verde;16;Hogar;Ambientadores;Revisar;Revisar
ME-4411;Recambio ambientador eléctrico Spa 6 fragancias Bosque Verde;29;Hogar;Ambientadores;Revisar;Revisar
ME-4414;Recambio ambientador eléctrico Sugar 6 fragancias Bosque Verde;29;Hogar;Ambientadores;Revisar;Revisar
ME-4403;Recambio ambientador mini spray Brisa Azul Bosque Verde;18;Hogar;Ambientadores;Revisar;Revisar
ME-4155;Arena para gato aglomerante Nuske perfumada;375;Mascotas;Arena y asea para gatos;Revisar;Revisar
ME-4154;Arena para gato antibacterias Nuske;15;Mascotas;Arena y asea para gatos;Revisar;Revisar
ME-4156;Arena para gato de perlas sílice Single;355;Mascotas;Arena y asea para gatos;Revisar;Revisar
ME-2590;Arroz Albufera Hacendado;295;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2594;Arroz basmati aromático Hacendado;21;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-1830;Arroz cocido basmati Sabroz;115;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-1831;Arroz cocido integral Sabroz;11;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-1833;Arroz cocido redondo Sabroz;11;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2605;Arroz con verduras para microondas Hacendado ultracongelado;20;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-1836;Arroz de verduras Hacendado;35;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2599;Arroz integral largo Hacendado;165;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2587;Arroz largo Hacendado;125;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2606;Arroz marinera Hacendado ultracongelado;22;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2604;Arroz negro Hacendado ultracongelado;30;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2602;Arroz para microondas Hacendado ultracongelado;20;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2586;Arroz redondo Hacendado;13;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2593;Arroz redondo J Sendra Hacendado;16;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2600;Arroz redondo Sabor;245;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2598;Arroz redondo SOS;188;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2601;Arroz tres delicias Hacendado ultracongelado;285;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2596;Arroz vaporizado Hacendado;155;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2753;Noodles de arroz Hacendado;145;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-4068;Papilla sin gluten crema de arroz Hero Solo +4 meses;295;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-1198;Pasta de almendra Hacendado;29;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2349;Pasta de sésamo Tahini Hacendado;295;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2723;Pasta estrellas Hacendado;8;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2726;Pasta estrellas sin gluten Felicia;205;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2758;Pasta fresca gnocchi Hacendado;10;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2760;Pasta fresca medialunas rellenas de parmigiano reggiano y trufa Hacendado;26;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2756;Pasta fresca ravioli rellena de ricotta y espinacas Hacendado;19;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2755;Pasta fresca tortellini rellena de carne Hacendado;19;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2735;Pasta fusilli 100% lentejas rojas Felicia;165;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2737;Pasta fusilli Armando;14;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2741;Pasta fusilli sin gluten Felicia;205;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2724;Pasta maravilla Hacendado;8;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2734;Pasta penne Armando;14;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2742;Pasta penne rigate Hacendado;8;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2738;Pasta tiburón Hacendado;8;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2729;Pasta tortiglioni Armando;14;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2736;Pasta trottole vegetales Hacendado;125;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-1174;Rosegones pasta de almendras Hacendado;19;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2192;Sazonador pasta Hacendado;16;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2716;Surtido de pastas artesanas Hacendado;235;Despensa;Arroz, pasta y quinoa;Panadería y pastelería;Galletas y pastas
ME-2617;Tortitas de arroz Hacendado;11;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-2619;Tortitas de legumbres y arroz Hacendado;175;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-0789;Tostadas de arroz y maíz Hacendado;145;Despensa;Arroz, pasta y quinoa;Revisar;Revisar
ME-3415;Azúcar glas Hacendado;26;Despensa;Azúcares y edulcorantes;Revisar;Revisar
ME-3412;Azúcar moreno de caña Hacendado;19;Despensa;Azúcares y edulcorantes;Revisar;Revisar
ME-3413;Azúcar moreno en sobres Hacendado;175;Despensa;Azúcares y edulcorantes;Revisar;Revisar
ME-1701;Azúcar vainillado Hacendado;13;Despensa;Azúcares y edulcorantes;Revisar;Revisar
ME-0733;Postre lácteo sin lactosa cremoso natural azucarado Hacendado;155;Despensa;Azúcares y edulcorantes;Revisar;Revisar
ME-1450;Preparado en polvo cuajada azucarada Royal sabor lácteo;145;Despensa;Azúcares y edulcorantes;Revisar;Revisar
ME-1025;12 Mini saladas surtidas;125;Platos preparados;Bocadillos y Sándwich listos;Revisar;Revisar
ME-1026;24 Mini saladas surtidas;25;Platos preparados;Bocadillos y Sándwich listos;Revisar;Revisar
ME-0544;3 Bocadillos;104;Platos preparados;Bocadillos y Sándwich listos;Revisar;Revisar
ME-0164;3 Vegetales para microondas lavados;185;Platos preparados;Bocadillos y Sándwich listos;Revisar;Revisar
ME-0106;Guacamole Hacendado;395;Platos preparados;Bocadillos y Sándwich listos;Revisar;Revisar
ME-1161;Valencianas Hacendado;25;Platos preparados;Bocadillos y Sándwich listos;Revisar;Revisar
ME-0119;Wraps Texas;31;Platos preparados;Bocadillos y Sándwich listos;Revisar;Revisar
ME-1001;3 Susos relleno de crema;165;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-0987;6 Croissant rellenos de cacao;175;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1004;8 Croissants surtidos rellenos de crema de cacao y crema con leche sabor a chocolate blanco;255;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-0992;8 Magdalenas con azúcar;27;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-0993;8 Magdalenas con pepitas de chocolate;31;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-2706;Barquillos con crema de avellanas Hacendado;16;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-2698;Barquillos rellenos con crema de cacao Hacendado;10;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-0990;Berlina al cacao;155;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1005;Berlina con cobertura de cacao crunch rellena de crema de cacao;125;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-0989;Berlina glacé;135;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1003;Bizcocho azúcar sin gluten;29;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1000;Bizcocho con azúcar moreno y nueces;335;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1189;Bizcocho con baño de cacao Hacendado;39;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-0999;Bizcocho de cacao;32;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1180;Bizcocho de chocolate sin gluten Hacendado;22;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1002;Bizcocho de chocolate sin gluten y sin lactosa;32;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1007;Bizcocho de manzana;44;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-0988;Bizcocho de yogur Hacendado;35;Panadería y Pastelería;Bollos;Postres y yogures;Yogures
ME-1187;Bizcocho Hacendado;175;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1176;Bizcochos de huevo Hacendado;18;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1175;Bizcochos Hacendado;20;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1167;Bocaditos bañados al cacao Hacendado;23;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1164;Bollo con pepitas de chocolate Hacendado Choco Buns;165;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-3644;Bombones delicias de avellana Delizze Hacendado;42;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1186;Caña de hojaldre rellena de crema sabor vainilla Hacendado con cobertura de cacao;17;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1162;Croissant Hacendado;185;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1163;Croissant relleno de crema al cacao Hacendado;195;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1183;Magdalenas al cacao Hacendado;21;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1160;Magdalenas Hacendado;20;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1182;Magdalenas integrales 0% azúcares añadidos Hacendado;21;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-1181;Magdalenas sin gluten Hacendado;265;Panadería y Pastelería;Bollos;Revisar;Revisar
ME-3605;99% cacao negro Hacendado;26;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3169;Cacao en polvo a la taza Hacendado;185;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3166;Cacao en polvo a la taza Valor;41;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3165;Cacao puro en polvo La Chocolatera;495;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3160;Cacao soluble Hacendado;50;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3158;Cacao soluble instantáneo Hacendado;375;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3152;Cacao soluble instantáneo Nesquik;150;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3148;Café con leche cappuccino Hacendado;85;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3151;Café con leche descafeinado Hacendado;85;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2870;Café con leche en cápsula descafeinado Hacendado;355;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2864;Café con leche en cápsula Dolce Gusto;395;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2865;Café con leche en cápsula Hacendado;355;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2893;Café con leche en cápsula Tassimo;589;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3150;Café con leche espresso Hacendado;85;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3149;Café con leche light sin lactosa Hacendado;85;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2869;Café cortado en cápsula Hacendado;355;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2873;Café en cápsula cappuccino Hacendado;355;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2862;Café en cápsula classic Hacendado;355;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2853;Café en cápsula Colombia Hacendado;38;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2867;Café en cápsula cortado Dolce Gusto;395;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2891;Café en cápsula cortado Tassimo;589;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2857;Café en cápsula descafeinado espresso Hacendado;385;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2863;Café en cápsula descafeinado espresso intenso Dolce Gusto;395;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2852;Café en cápsula descafeinado Hacendado;385;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2892;Café en cápsula descafeinado Tassimo;589;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2872;Café en cápsula doble espresso Hacendado;355;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2854;Café en cápsula espresso Hacendado;38;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2859;Café en cápsula espresso intenso Dolce Gusto;395;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2889;Café en cápsula espresso Tassimo;589;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2860;Café en cápsula extra forte Hacendado;355;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2851;Café en cápsula extra fuerte Hacendado;38;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2861;Café en cápsula forte Hacendado;355;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2890;Café en cápsula largo Tassimo;589;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2855;Café en cápsula ristretto Hacendado;38;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2866;Café en cápsula ristretto napoli Dolce Gusto;395;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2858;Café en cápsula sabor Caramel Hacendado;24;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2856;Café en cápsulas doble espresso Hacendado;38;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3093;Café en grano extra fuerte Hacendado;110;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3091;Café en grano natural Hacendado;110;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3092;Café en grano natural Hacendado descafeinado;125;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3076;Café molido Colombia Hacendado;37;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3074;Café molido descafeinado Hacendado;52;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3077;Café molido descafeinado Hacendado Espresso;38;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3072;Café molido fuerte Hacendado;49;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3070;Café molido mezcla Hacendado;52;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3079;Café molido mezcla intensa La Estrella;395;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3078;Café molido mezcla Marcilla gran aroma;395;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3068;Café molido natural Hacendado;49;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2901;Café monodosis descafeinado natural Hacendado;33;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2900;Café monodosis mezcla Hacendado;34;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2899;Café monodosis natural Hacendado;30;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3147;Café soluble cappuccino caramelo Hacendado;30;Desayuno y Snack;Café y cacaos;Azúcar, caramelos y chocolate;Golosinas
ME-3146;Café soluble cappuccino Hacendado;275;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3137;Café soluble classic en sobres Hacendado;11;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3135;Café soluble Classic Hacendado;44;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3142;Café soluble descafeinado en sobres Hacendado;12;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3140;Café soluble descafeinado Hacendado;465;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3143;Café soluble descafeinado Nescafé classic;85;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3145;Café soluble Espresso Creme Hacendado;29;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3138;Café soluble natural Nescafé classic;85;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-2871;Cortado en cápsula descafeinado Hacendado;355;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3164;Filtros de café para cafeteras tamaño 2 y 4 Bosque Verde;22;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-3801;Gel energético con cafeína Enervit Sport sabor cítricos;375;Desayuno y Snack;Café y cacaos;Revisar;Revisar
ME-0198;Buey de mar cocido Hacendado;99;Carnicería y Charcutería;Carne preparada;Revisar;Revisar
ME-0801;Burger americana gruesas;32;Carnicería y Charcutería;Carne preparada;Revisar;Revisar
ME-0802;Burger Crunchy Chicken;20;Carnicería y Charcutería;Carne preparada;Revisar;Revisar
ME-0804;Burger de vaca madurada;29;Carnicería y Charcutería;Carne preparada;Revisar;Revisar
ME-0793;Burger de vacuno;62;Carnicería y Charcutería;Carne preparada;Revisar;Revisar
ME-0796;Burger de vacuno gruesas;51;Carnicería y Charcutería;Carne preparada;Revisar;Revisar
ME-1907;Burgers vegetales Hacendado con calabaza;20;Carnicería y Charcutería;Carne preparada;Revisar;Revisar
ME-1748;Cabecero de lomo Hacendado lonchas;27;Carnicería y Charcutería;Carne preparada;Revisar;Revisar
ME-1825;Canelones de carne y boletus Hacendado;37;Carnicería y Charcutería;Carne preparada;Revisar;Revisar
ME-1755;Caña de lomo cebo ibérico La Hacienda del ibérico;760;Carnicería y Charcutería;Carne preparada;Revisar;Revisar
ME-0803;Hamburguesa de lomo de vacuno;40;Carnicería y Charcutería;Carne preparada;Revisar;Revisar
ME-0806;Kit hamburguesa de vaca madurada;39;Carnicería y Charcutería;Carne preparada;Revisar;Revisar
ME-0813;Albóndigas de cerdo;455;Carnicería y Charcutería;Cerdo;Revisar;Revisar
ME-0791;Burger de cerdo;27;Carnicería y Charcutería;Cerdo;Revisar;Revisar
ME-0792;Burger de vacuno y cerdo;45;Carnicería y Charcutería;Cerdo;Revisar;Revisar
ME-0797;Burger de vacuno y cerdo con jamón y cebolla caramelizada;28;Carnicería y Charcutería;Cerdo;Revisar;Revisar
ME-1847;Carne de cerdo Pulled Pork Hacendado sabor barbacoa;25;Carnicería y Charcutería;Cerdo;Revisar;Revisar
ME-0368;Carrillada de cerdo;655;Carnicería y Charcutería;Cerdo;Revisar;Revisar
ME-1240;Carrillada de cerdo congelada;575;Carnicería y Charcutería;Cerdo;Revisar;Revisar
