score,nombre_dia,nombre_mercadona,id_maestro,id_dia
82.35294117647058,Bebida de soja 0% azúcares Dia Vegedia pack 6 x 1 L,Bebida de soja 0% azúcar Hacendado,P-1804,4253
82.35294117647058,Caldo de pollo Aneto 500 ml,Caldo de pollo Hacendado,P-3085,5311
82.35294117647058,Coca-Cola zero azúcar 2 L,Refresco Coca-Cola Zero azúcar,P-3152,6384
82.35294117647058,Tónica zero Schweppes 1 L,Tónica zero calorías Schweppes,P-3249,6515
82.35294117647058,Zumo de tomate Granini 1 L,Zumo de tomate Hacendado,P-0386,6617
82.35294117647058,Cerveza San Miguel 33 cl,Cerveza especial San Miguel,P-3320,6671
82.35294117647058,Cerveza San Miguel 50 cl,Cerveza especial San Miguel,P-3320,6677
82.35294117647058,Aceite de oliva virgen extra ecológico Oro de Génave 500 ml,Aceite de oliva virgen extra Hacendado,P-1664,7069
82.35294117647058,Pimienta negra en grano Toque 90 g,Pimienta negra en grano Hacendado,P-1990,7291
82.35294117647058,Gel de afeitar clásico piel sensible Gillette spray 200 ml,Gel de afeitar piel sensible Gillette con aloe vera,P-1509,8566
82.22222222222221,Chocolate negro con almendras enteras Dia Temptation 200 g,Chocolate puro Valor con almendras enteras,P-3162,7773
82.22222222222221,Cereales integrales 0% azúcares añadidos mix choco Esgir bolsa 250 g,Cereales Cereal Mix Hacendado 0% azúcares añadidos,P-2271,8419
82.14285714285714,Chocolate con leche bubbly Milka 90 g,Chocolate con leche Milka,P-3172,4142
82.14285714285714,Zumo de melocotón y uva Dia Saborfera 1 L,Zumo de melocotón y uva Hacendado,P-0467,4793
82.14285714285714,Refresco tropical sin gas Enjoy 1.5 L,Refresco Tropical Hacendado sin gas,P-3288,6365
82.10526315789474,Vino tinto crianza D.O. Valdepeñas Viña Danza 75 cl,Vino tinto crianza Viña Albali DO Valdepeñas,P-0221,6820
82.05128205128204,"Cerveza tostada 0,0% alcohol Mahou pack 6 x 25 cl","Cerveza 0,0% sin alcohol tostada Mahou",P-3338,6061
82.05128205128204,Tomate frito con aceite de oliva Dia Vegecampo 390 g,Tomate frito Hacendado con aceite de oliva,P-2117,7093
82.05128205128204,Sal para hornear Dia 2 Kg,Sal gruesa para hornear Hacendado,P-1684,7253
82.05128205128204,Galletas digestive avena y chocolate Gullón   bolsa 150 GR,Galletas Digestive choco y avena Hacendado,P-2428,7945
82.05128205128204,Copos de avena Gran Dia caja 500 g,Copos de avena Brüggen,P-2255,8411
82.0,Bebida de zumo de melocotón sin azúcares añadidos Dia Saborfera 1 L,Bebida de melocotón Hacendado sin azúcares añadidos,P-0468,4797
81.9672131147541,Bebida de avena con calcio Dia Vegedia 1 L,Bebida de almendras con calcio Hacendado,P-1807,4200
81.9672131147541,Cereales copos de trigo integral y arroz Kellogg's Special K caja 700 g,Cereales copos de trigo integral y arroz Special K Classic,P-2256,7344
81.9672131147541,Cereales copos de trigo integral y arroz Kellogg's Special K caja 335 g,Cereales copos de trigo integral y arroz Special K Classic,P-2256,7345
81.9672131147541,Caldo de carne Gallina Blanca 1 L,Caldo de pollo casero Gallina Blanca,P-3086,7516
81.9672131147541,Chocolate negro 85% cacao Dia Temptation 100 g,Chocolate negro 85% cacao Hacendado,P-3157,7770
81.9672131147541,Muesli crujiente con chocolate Gran Dia caja 500 g,Muesli Crunchy Hacendado con chocolate,P-2257,7866
81.92771084337349,Bebida láctea omega 3 con nueces Puleva pack 6 x 1 L,Bebida láctea Omega 3 Puleva con leche desnatada,P-1791,4025
81.88976377952756,Cápsulas de café espresso intenso descafeinado red Dolce Gusto 30 unidades,Café en cápsula descafeinado espresso intenso Dolce Gusto,P-2584,8274
81.81818181818181,Batido de vainilla Dia Láctea 6 x 200 ml,Batido de vainilla Hacendado,P-1822,4215
81.81818181818181,Batido de chocolate Puleva 6 x 200 ml,Batido de chocolate 90% leche Puleva,P-1819,4303
81.81818181818181,Cerveza IPA Mahou 33 cl,Cerveza clásica Mahou,P-3317,6720
81.81818181818181,Sardinillas en aceite de oliva reducido en sal Dia Mari Marinera 65 g,Sardinillas reducidas en sal en aceite de oliva Hacendado,P-2756,7091
81.81818181818181,Pasta penne rigate Barilla 500 g,Pasta penne rigate Hacendado,P-2512,7436
81.81818181818181,Café molido mezcla Saimaza 250 g,Café molido mezcla Hacendado,P-2766,8022
81.81818181818181,Café molido mezcla Saimaza 500 g,Café molido mezcla Hacendado,P-2766,8205
81.69014084507043,Batido de chocolate shake ColaCao 200 ml,Batido de chocolate ColaCao Energy,P-1820,4309
81.69014084507043,Atún claro en aceite de oliva Calvo 3 x 52 g,Atún claro en aceite de oliva Hacendado,P-2741,5519
81.69014084507043,Atún claro en aceite de girasol Calvo 3 x 52 g,Atún claro en aceite de girasol Hacendado,P-2739,5527
81.69014084507043,Atún claro en aceite de oliva Calvo 6 x 52 g,Atún claro en aceite de oliva Hacendado,P-2741,5547
81.69014084507043,Bonito del norte en escabeche Zallo 2 x 52 g,Bonito del norte en escabeche Hacendado,P-2749,5572
81.57894736842105,Chocolate con almendras enteras Milka 300 g,Chocolate con leche Hacendado almendras enteras,P-3180,7836
81.4814814814815,Barritas de chocolate con leche Kinder caja 100 g,Barritas de chocolate con leche Hacendado rellenas de leche,P-3185,4079
81.4814814814815,Bebida de avena sin azúcar Alpro 1 L,Bebida de avena Hacendado 0% azúcar,P-1814,4238
81.4814814814815,Bebida de avena con cacao Dia Vegedia 1 L,Bebida de avena con café Hacendado,P-1811,4311
