ï»¿id_producto;nombre;precio;categoria_actual;subcategoria_actual;categoria_nueva;subcategoria_nueva
ME-2164;Pimienta negra en grano Hacendado;17;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2162;Pimienta negra molida Hacendado;13;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2183;PiÃ±ones Hacendado;325;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3221;Pintalabios Creamy Deliplus 201 nude;465;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3222;Pintalabios Creamy Deliplus 202 rosa cÃ¡lido;465;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3223;Pintalabios Creamy Deliplus 204 rosa pÃ©talo;465;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3224;Pintalabios Creamy Deliplus 207 ciruela;465;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3225;Pintalabios Creamy Deliplus 210 rojo;465;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3226;Pintalabios Creamy Deliplus 212 marrÃ³n crema;465;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3228;Pintalabios Creamy Deliplus 215 malva suave;465;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3230;Pintalabios Creamy Deliplus 219 marrÃ³n chocolate;465;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3251;Pintalabios Fluido Mate Deliplus 02 nude rosado;45;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1482;Pinza de cejas Deliplus oblicua;20;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1483;Pinza de cejas Deliplus recta;20;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4512;Pinzas de ropa Bosque Verde;15;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1530;Piparra Hacendado;28;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1389;Pipas de calabaza natural Hacendado peladas;17;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1394;Pipas de girasol fritas Hacendado peladas;11;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1398;Pipas girasol barbacoa Hacendado;135;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1399;Pipas girasol naturales Hacendado peladas;124;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4243;Planchado fÃ¡cil Bosque Verde;22;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0032;PlÃ¡tano de Canarias IGP;35;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0034;PlÃ¡tano macho;81;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4452;Plato llano biodegradable Bosque Verde;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4453;Plato postre biodegradable Bosque Verde;145;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4519;Plumero atrapa polvo Bosque Verde;20;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4517;Plumero de avestruz extensible Bosque Verde;495;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3128;Polvo Compacto 24H Long Lasting Deliplus 03 dorado;60;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3129;Polvo Compacto 24H Long Lasting Deliplus 04 dorado oscuro;60;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3131;Polvo compacto perfeccionador efecto seda Deliplus 100 beige claro;60;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3134;Polvo compacto perfeccionador efecto seda Deliplus 300 cappuccino;60;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3123;Polvo compacto Sol Deliplus claro;75;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3124;Polvo compacto Sol Deliplus oscuro;75;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3126;Polvo suelto TranslÃºcido Deliplus 01;55;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4078;Polvos de talco Deliplus;18;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4338;Posavajillas Bosque Verde;135;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0897;Postre de coco Natural Alpro sin azÃºcares aÃ±adidos;255;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0893;Postre de soja Hacendado sabor vainilla;155;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0896;Postre de soja natural Hacendado;12;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0898;Postre de soja sabor arÃ¡ndanos Alpro;225;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0894;Postre de soja sabor Natural con coco Alpro;225;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0596;Postre lÃ¡cteo con arÃ¡ndanos +ProteÃ­nas Hacendado 0% MG 10 g proteÃ­nas;155;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0597;Postre lÃ¡cteo con fruta Hacendado 0% MG 0% azÃºcares aÃ±adidos;20;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0593;Postre lÃ¡cteo cremoso natural edulcorado Hacendado 0% MG 0% azÃºcares aÃ±adidos;14;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0603;Postre lÃ¡cteo natural +ProteÃ­nas Hacendado 0% MG 10 g proteÃ­nas;14;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0604;Postre lÃ¡cteo natural +ProteÃ­nas Hacendado 0% MG 12 g proteÃ­nas;14;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0605;Postre lÃ¡cteo sabor coco +ProteÃ­nas Hacendado 0% MG 10 g proteÃ­nas;155;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0601;Postre lÃ¡cteo sin lactosa natural Hacendado 0% MG 0% azÃºcares aÃ±adidos;135;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3981;Povidona yodada 10% Deliplus;215;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3031;Prebase corrector Primer Deliplus 02 tono melocotÃ³n;55;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0810;Preparado de carne picada vacuno;55;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0151;Preparado de verdura para cocido;21;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0161;Preparado de verduras para sofreÃ­r cortado y lavado;24;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1462;Preparado en polvo gelatina cereza Hacendado;175;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1461;Preparado en polvo gelatina frutos rojos Hacendado 0% azÃºcares;20;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1464;Preparado en polvo gelatina maracuyÃ¡ Hacendado;175;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1460;Preparado en polvo instantÃ¡neo para crepes Hacendado;20;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1990;Preparado lÃ¡cteo crecimiento Hacendado +1 aÃ±o;84;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1986;Preparado lÃ¡cteo crecimiento Peques 3 Puleva;1134;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1791;Preparado para ahumar Hacendado;33;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1434;Preparado para reposterÃ­a con impulsor incorporado Hacendado;105;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4001;Preservativos natural Durex;725;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4000;Preservativos natural On;30;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4002;Preservativos sensitive On;32;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3999;Preservativos sensitivo suave Durex;825;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1320;Protector cama tamaÃ±o 60 x 90 cm Deliplus;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2253;Protector labial Deliplus FPS 30;165;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2251;Protector solar infantil pediÃ¡trico Sun Med FPS 50+;75;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2667;Protector tÃ©rmico cabello Termo Protect Deliplus;30;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3991;Protectores para los oÃ­dos de espuma Moldex;17;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1298;Protegeslip Cotton flexiform Carefree regular + tanga;195;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1302;Protegeslip de incontinencia Deliplus pequeÃ±o;31;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1306;Protegeslip maxi Deliplus Cotton;18;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1304;Protegeslip maxi Deliplus Dry;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1295;Protegeslip maxi Deliplus Suave;225;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1301;Protegeslip micro Deliplus Fresh;20;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1305;Protegeslip normal Deliplus Cotton;17;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1303;Protegeslip normal Deliplus Dry;21;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1293;Protegeslip normal Deliplus Suave;185;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1296;Protegeslip normal Evax;35;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1297;Protegeslip normal plegado Deliplus Suave;11;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1300;Protegeslip tanga Deliplus Fresh;125;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1299;Protegeslip ultrafino Deliplus Fresh;125;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1294;Protegeslip y compresa 2 en 1 Deliplus Suave;165;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0144;Puerros;252;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1579;Puntas de jamÃ³n curado Incarlopsa;213;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1832;Quinoa cocida blanca y roja Sabroz;14;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2597;Quinoa Hacendado;27;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4231;Quitagrasas Bosque Verde perfumado;15;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4230;Quitagrasas Bosque Verde perfume Marsella;15;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4232;Quitagrasas KH-7;37;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0153;Rabanitos;115;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4238;Rasqueta VitrocerÃ¡micas Bosque Verde;325;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4396;Raticida cebo fresco Bosque Verde;26;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4493;Recambio antihumedad con aromas cÃ­tricos Bosque Verde;20;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4502;Recambio mopa microfibra pequeÃ±o Bosque Verde;49;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1612;Recambios maquinilla de afeitar Deliplus Flection System 6 hojas;70;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1608;Recambios maquinilla de afeitar Deliplus Precision System 3 hojas;35;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1609;Recambios maquinilla de afeitar Deliplus Precision System 6 hojas;55;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1491;Recambios maquinilla depilaciÃ³n Deliplus Body System 6 hojas;46;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1489;Recambios maquinilla depilaciÃ³n Wilkinson Hydro Silk 5 hojas;795;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4516;Recambios plumero Bosque Verde;22;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0931;Recarga jabÃ³n de manos dermoprotector Deliplus;14;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4504;Recogedor antivuelco con palo Bosque Verde;155;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4315;Reductor de pH Bosque Verde para piscina;100;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0829;RegaÃ±Ã¡ artesana Hacendado;15;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0820;RegaÃ±Ã¡ Hacendado;104;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0154;Remolacha cocida y pelada;105;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3330;Remolacha en tiras Hacendado;135;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2243;RequesÃ³n mezcla Hacendado;10;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3016;Retoca raÃ­ces instantÃ¡neo castaÃ±o caoba Magic retouch;61;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3015;Retoca raÃ­ces instantÃ¡neo castaÃ±o Magic Retouch;61;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3014;Retoca raÃ­ces instantÃ¡neo negro Magic Retouch;61;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3017;Retoca raÃ­ces instantÃ¡neo rubio Magic Retouch;61;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3366;Rizador de pestaÃ±as Deliplus;45;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0315;Rodajas de atÃºn de aleta amarilla;537;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4513;Rodillo quitapelusas Bosque Verde;175;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1195;Rollo con sabor avellana Hacendado;24;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2123;Romero Hacendado;135;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1191;Rosquilla al cacao Hacendado;21;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1199;Rosquilla de cacao Caocream Hacendado;3;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0991;Rosquillas al cacao;155;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1194;Rosquito frito con azÃºcar Hacendado;23;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0091;RÃºcula lavada;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3942;Sacapuntas doble Deliplus lÃ¡piz fino y grueso;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3897;SangrÃ­a Don SimÃ³n;23;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4397;Saquitos antipolillas Ropa Limpia Bosque Verde;155;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3062;Sardinillas en escabeche Hacendado;195;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2190;Sazonador para burritos Hacendado;13;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2185;Sazonador para fajitas Hacendado sabor tex-mex;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2189;Sazonador para paella con azafrÃ¡n Hacendado;155;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2193;Sazonador Topping Hacendado;185;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1908;SeitÃ¡n Soria Natural lonchas;37;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1393;Semillas de chÃ­a Hacendado;145;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1400;Semillas lino dorado Hacendado;119;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1397;Semillas sÃ©samo tostado Hacendado;15;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1442;SÃ©mola de trigo Hacendado;13;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0239;Sepia FaraÃ³nica;915;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0240;Sepia troceada FaraÃ³nica;595;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2576;SÃ©rum Be Radiant 10 en 1 Deliplus cabello apagado;40;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3374;SÃ©rum de pestaÃ±as y cejas Revival cuida, nutre y fortalece Deliplus transparente;50;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0688;SÃ©rum facial Ãcido HialurÃ³nico y Ceramidas Deliplus Hidrata;55;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0691;SÃ©rum facial iluminador Anti Ox con 15% vitamina C;70;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0685;SÃ©rum facial potenciador 12% silicio Deliplus Sisbela Reafirm;55;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0689;SÃ©rum facial reparador Micro CÃ¡psulas Deliplus;90;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0687;SÃ©rum facial Retinol Regen Skin Deliplus;55;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2580;SÃ©rum Liss Frizz Control Deliplus iluminador;40;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2578;SÃ©rum oil Curl Perfect Deliplus cabello rizado;40;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2577;SÃ©rum Plex Repair Deliplus cabello muy daÃ±ado;40;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0678;SÃ©rum reductor instantÃ¡neo de bolsas y ojeras Deliplus Sisbela Reafirm;50;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4352;Servilleta papel Bosque Verde;125;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4354;Servilleta papel Cocktail Bosque Verde;21;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4355;Servilleta papel suave Bosque Verde;155;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4492;Set antihumedad con aromas cÃ­tricos Bosque Verde;315;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0494;Sidra asturiana El Mayu;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0497;Sidra natural PolÃ­an;21;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3421;Sirope de agave Hacendado;26;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4124;Snack corazones perro adulto Compy;165;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1108;Snack de maÃ­z Redes sabor barbacoa Hacendado;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4160;Snack gato aperitivo lÃ­quido Compy;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4164;Snack gato crunchy con hierba gatera Compy cuidado de dientes;11;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1168;Sobaos Hacendado;21;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2791;Sobrasada ibÃ©rica L'Illa especialidades;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2790;Sobrasada selecta L'Illa especialidades;205;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2850;Soja texturizada Luengo;27;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0520;Solomillo de vacuno;118;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4075;SoluciÃ³n fisiolÃ³gica Deliplus;323;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3976;SoluciÃ³n Ãºnica para lentes de contacto blandas Deliplus con Ã¡cido hialurÃ³nico;40;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3386;Sombra de ojos Creamy Deliplus 02 topper;50;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3387;Sombra de ojos Creamy Deliplus 03 plata;50;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3388;Sombra de ojos Creamy Deliplus 05 duochromo;50;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3378;Sombra de ojos Long Lasting Deliplus Multi-Stick 01 iluminador;425;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3379;Sombra de ojos Long Lasting Deliplus Multi-Stick 02 rose;425;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3380;Sombra de ojos Long Lasting Deliplus Multi-Stick 03 rose oscuro;425;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3381;Sombra de ojos Long Lasting Deliplus Multi-Stick 04 borgoÃ±a;425;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3382;Sombra de ojos Long Lasting Deliplus Multi-Stick 05 champagne;425;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3384;Sombra de ojos Long Lasting Deliplus Multi-Stick 07 cobre;425;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3451;Sopa de cocido Hacendado;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3449;Sopa de miso;225;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0162;Sopa de verduras cortada y lavada;23;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3450;Sopa de verduras Hacendado;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3453;Sopa hortelana Hacendado;17;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3448;Sopa maravilla Hacendado;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4309;Sosa cÃ¡ustica Bosque Verde;355;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2752;Spaghetti Armando;14;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1826;Spaghetti carbonara Hacendado;22;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2745;Spaghetti fino Hacendado;8;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2748;Spaghetti Hacendado;12;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2744;Spaghetti integral Hacendado;115;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2750;Spaghetti sin gluten Felicia;205;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2669;Spray cabello Ondas Surfing Deliplus;24;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3957;Spray oral PrÃ³polis Deliplus;36;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3993;Stick de Ã¡rnica Cata Pum Deliplus;40;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4118;Stick dental perro adulto con menta Compy;175;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1150;Stick para pies anti-rozaduras Deliplus;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3958;Sticks Jalea Real y PrÃ³polis Deliplus;495;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1708;Sticks longaniza extra Hacendado;11;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1109;Sticks vegetales Hacendado;12;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0351;SucedÃ¡neo de caviar negro Ubago Caviartic;195;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1111;SÃºper Cuquis;11;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3642;Surtido bombones Caja Roja NestlÃ©;695;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1575;Surtido de ibÃ©ricos La Hacienda del ibÃ©rico;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0828;Surtido de picos, colines y regaÃ±Ã¡s con sÃ©samo Hacendado;142;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3935;Surtido sushi Bento grande;1075;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3937;Surtido sushi Bento mix;875;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3936;Surtido sushi Bento pequeÃ±o;675;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2136;TabulÃ© oriental Hacendado;17;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1573;Taco jamÃ³n curado;385;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1817;Taco pulidor de uÃ±as manos Deliplus;19;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3065;Tacos de pota al ajillo Hacendado;32;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0512;Tacos de vacuno aÃ±ojo para guisar;842;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2743;Tallarines Hacendado;8;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1313;Tampones mini Deliplus con aplicador suave;275;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1314;Tampones regular Deliplus 100% algodÃ³n;34;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1311;Tampones regular Deliplus con aplicador suave;275;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1309;Tampones regular Tampax Compak con aplicador;575;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1317;Tampones regular Tampax Pearl con aplicador;49;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1315;Tampones super Deliplus 100% algodÃ³n;34;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1310;Tampones super Deliplus con aplicador suave;275;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1316;Tampones super plus Deliplus 100% algodÃ³n;34;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1312;Tampones super plus Deliplus con aplicador suave;275;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1308;Tampones super plus Tampax Compak con aplicador;575;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1319;Tampones super plus Tampax Pearl con aplicador;49;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1307;Tampones super Tampax Compak con aplicador;575;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1318;Tampones super Tampax Pearl con aplicador;49;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1572;Taquitos de jamÃ³n Incarlopsa;265;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3267;TÃ© Chai Hacendado;14;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3270;TÃ© Matcha en polvo Hacendado;32;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3269;TÃ© negro con canela Hacendado;14;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3271;TÃ© negro Hacendado;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3268;TÃ© negro PG tips;26;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3266;TÃ© verde Hacendado;75;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4457;Tenedores de plÃ¡stico Bosque Verde reutilizables;155;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0675;Tequila reposado Olmeca;125;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1814;Tijera uÃ±as Deliplus;42;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1625;TiramisÃº Hacendado;135;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3975;Tiras adhesivas protectoras Classic color beige Deliplus surtidas, elÃ¡sticas y transpirables;95;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3985;Tiras adhesivas protectoras de espuma acolchado Deliplus protecciÃ³n extra;13;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3983;Tiras adhesivas protectoras infantiles Deliplus surtidas, elÃ¡sticas y transpirables;13;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1089;Tiras de maÃ­z frito sabor barbacoa Hacendado;8;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0639;Tiras faciales limpia poros Deliplus;30;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1634;Tocino de cielo Hacendado;19;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2135;Tofu firme Hacendado;19;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2119;Tomillo Hacendado;105;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3719;TÃ³nica Hacendado;222;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3721;TÃ³nica zero calorÃ­as Schweppes;784;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0644;TÃ³nico facial Ã¡rbol de tÃ© y prebiÃ³ticos Facial Clean;32;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0645;TÃ³nico facial vitamina C y niacinamida Facial Clean iluminador y antioxidante;32;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1101;Torreznos Hacendado;14;Bazar y Varios;Otros bazar;Revisar;Revisar
