id_producto;nombre;precio;categoria_actual;subcategoria_actual;categoria_nueva;subcategoria_nueva
ME-4077;Esponja anatómica para bebés Deliplus;10;Bazar y Varios;Otros bazar;;
ME-0935;Esponja de baño doble acción suave masaje Deliplus;13;Bazar y Varios;Otros bazar;;
ME-0934;Esponja de baño flor Deliplus exfoliación suave;85;Bazar y Varios;Otros bazar;;
ME-0941;Esponja de baño infantil Disney;19;Bazar y Varios;Otros bazar;;
ME-0938;Esponja de baño rizo suave Deliplus;13;Bazar y Varios;Otros bazar;;
ME-0936;Esponja de baño suave Deliplus;13;Bazar y Varios;Otros bazar;;
ME-0937;Esponja de baño vegetal fibras naturales Deliplus;14;Bazar y Varios;Otros bazar;;
ME-4523;Esponja de calzado incoloro brillo y protección Yak;175;Bazar y Varios;Otros bazar;;
ME-3946;Esponja maquillaje Deliplus;30;Bazar y Varios;Otros bazar;;
ME-0933;Esponjas de baño con jabón Deliplus;12;Bazar y Varios;Otros bazar;;
ME-2666;Espuma cabello Ondas Curly Deliplus fijación 3;19;Bazar y Varios;Otros bazar;;
ME-2665;Espuma cabello Rizos Descarados Giorgi fijación 4;325;Bazar y Varios;Otros bazar;;
ME-1588;Espuma de afeitar Sensitive Deliplus manteca de cacao;135;Bazar y Varios;Otros bazar;;
ME-1871;Fabada asturiana Litoral;235;Bazar y Varios;Otros bazar;;
ME-1867;Fabada Hacendado;15;Bazar y Varios;Otros bazar;;
ME-2720;Fideo cabello de ángel Hacendado;8;Bazar y Varios;Otros bazar;;
ME-2722;Fideo grueso Hacendado;8;Bazar y Varios;Otros bazar;;
ME-2725;Fideo mediano Hacendado;8;Bazar y Varios;Otros bazar;;
ME-1857;Fideos orientales Yakisoba classic Gallina Blanca;195;Bazar y Varios;Otros bazar;;
ME-1860;Fideos orientales Yakisoba sabor soja Hacendado;11;Bazar y Varios;Otros bazar;;
ME-2721;Fideuá Hacendado;8;Bazar y Varios;Otros bazar;;
ME-0176;Filetes de dorada;46;Bazar y Varios;Otros bazar;;
ME-0255;Filetes de trucha Arco iris;36;Bazar y Varios;Otros bazar;;
ME-0521;Filetes de vacuno añojo para plancha;798;Bazar y Varios;Otros bazar;;
ME-0516;Filetes de vacuno marinado extra tiernos;885;Bazar y Varios;Otros bazar;;
ME-0514;Filetes hígado de vacuno;52;Bazar y Varios;Otros bazar;;
ME-0165;Floretas de brócoli para microondas lavadas;17;Bazar y Varios;Otros bazar;;
