id,nombre_comercial,marca
134262,Costillas de cerdo Selección de Dia 900 g aprox.,Selección de Dia
276318,Carne de vacuno en tacos Selección de Dia 520 g aprox.,Selección de Dia
290997,Panceta de cerdo Selección de Dia 600 g aprox.,Selección de Dia
291140,Carne picada de pollo Selección de Dia 365 g,Selección de Dia
244790,Burger de vacuno 6 unidades Selección de Dia 540 g,Selección de Dia
32912,Chistorra de Navarra Selección de Dia 220 g,Selección de Dia
290994,Filete de cinta de lomo Selección de Dia 500 g aprox.,Selección de Dia
276321,Entrecot de lomo bajo de vacuno Selección de Dia 420 g aprox.,Selección de Dia
41736,Filetes de contramuslo de pollo Selección de Dia 650 g aprox.,Selección de Dia
291164,Costillas troceadas de cerdo Selección de Dia 550 g aprox.,Selección de Dia
6423,Pollo entero Selección de Dia 2.1 Kg aprox.,Selección de Dia
159422,Compango asturiano Vallina 250 g,Vallina
273119,Burger Big New York Selección de Dia 280 g,Selección de Dia
172789,Pollo para asar 2 unidades Selección de Dia 2 Kg,Selección de Dia
7020,Medio conejo troceado Selección de Dia 800 g aprox.,Selección de Dia
261240,Carne picada de vacuno Selección de Dia 900 g,Selección de Dia
272306,Burger BIO Selección de Dia 240 g,Selección de Dia
305618,Lomo de cerdo empanado Selección de Dia 450 g aprox.,Selección de Dia
71826,Fiambre de lomo de pavo Serrano 240 g,Serrano
288011,Chuletas sajonia Selección de Dia 420 g aprox.,Selección de Dia
303270,Carne picada de vacuno ecológico Selección de Dia 300 g,Selección de Dia
284931,Oreja adobada Emcesa 500 g,Emcesa
306352,Pollo entero certificado Selección de Dia 2 Kg aprox.,Selección de Dia
309665,Carpaccio Selección de Dia 105 g,Selección de Dia
304837,Stear tartar Casa de vacas 180 g,Casa de vacas
17936,Pechugas enteras de pollo Selección de Dia 750 g aprox.,Selección de Dia
260899,Filetes de cabeza de lomo de cerdo Selección de Dia 700 g aprox.,Selección de Dia
111575,Cinta de lomo adobada Selección de Dia 900 g aprox.,Selección de Dia
181288,Filete 1º de vacuno Selección de Dia 450 g aprox.,Selección de Dia
294355,Escalopín de vacuno Elpozo Extratiernos 400 g aprox.,Elpozo
186193,Pechuga de pavo fileteada al pimentón Selección de Dia 620 g aprox.,Selección de Dia
309622,Burger Maestra de vacuno 99% Selección de Dia 150 g,Selección de Dia
302298,Burger de vacuno ecólogico baja en grasa Selección de Dia 150 g,Selección de Dia
277913,Medallón de vacuno Selección de Dia 320 g aprox.,Selección de Dia
162621,Lomo de cerdo al ajillo Selección de Dia 300 g,Selección de Dia
309623,Burger Maestra de vacuno con bacon Selección de Dia 150 g,Selección de Dia
306545,Cachopo con jamón curado y queso Aldelis 350 g aprox.,Aldelis
309986,Cinta de lomo adobada Ibérica Emcesa 240 g aprox.,Emcesa
50844,Pechuga de pollo corte fino Selección de Dia 550 g aprox.,Selección de Dia
261369,Cuarto trasero de pollo formato familiar Selección de Dia 1.55 Kg aprox.,Selección de Dia
303508,Burger crunchy de pollo con bacón y queso Selección de Dia 200 g,Selección de Dia
306353,Cuarto trasero de pollo certificado Selección de Dia 950 g aprox.,Selección de Dia
261354,Solomillos de pollo Selección de Dia 550 g aprox.,Selección de Dia
261349,Filetes de pechuga de pavo Selección de Dia 700 g aprox.,Selección de Dia
301043,Pechuga fileteada de pollo a las finas hierbas Selección de Dia 700 g aprox.,Selección de Dia
305410,Cordon bleu Bonchef 260 g,Bonchef
124801,Morcilla de burgos Selección de Dia 300 g,Selección de Dia
308437,Pechuguitas de pollo 99% Campofrío 90 g,Campofrío
304826,Pollo al natural alto en proteínas Dia Nuestra Alacena 2 x 52 g,Dia Nuestra Alacena
273737,Jamón cocido extra 97% Dia Nuestra Alacena 150 g,Dia Nuestra Alacena
168839,Pizza de pollo Dia Al Punto 400 g,Dia Al Punto
299854,Caldo natural de pollo y hortalizas Dia Al Punto 1 L,Dia Al Punto
135422,Pizza de pollo Casa Tarradellas 410 g,Casa Tarradellas
308785,Yarroz con pollo y salsa thai Gallina Blanca Yatekomo 83 g,Gallina Blanca
54127,Caldo de pollo Dia Al Punto 1 L,Dia Al Punto
501,Avecrem Gallina Blanca Avecrem 8 unidades,Gallina Blanca
500,Avecrem Gallina Blanca Avecrem 24 unidades,Gallina Blanca
16357,Noodles sabor a pollo Maggi 71 g,Maggi
273360,Pastillas de caldo de pollo bajas en sal Gallina Blanca Avecrem 10 unidades,Gallina Blanca
197611,Noodles yakisoba Gallina Blanca Yatekomo 93 g,Gallina Blanca
228642,Noodles yakisoba Gallina Blanca Yatekomo 93 g,Gallina Blanca
196890,Empanada de pollo El molino de Dia 120 g,El molino de Dia
307539,Empanada de pollo cremoso El molino de Dia 500 g,El molino de Dia
308457,Pechuga de pollo 90% Tello 125 g,Tello
295310,Sopa de pollo con maravilla Dia Al Punto 90 g,Dia Al Punto
304810,Paté de pollo Dia Nuestra Alacena 2 x 78 g,Dia Nuestra Alacena
304107,Yarroz con pollo teriyaki Gallina Blanca 84 g,Gallina Blanca
1932,Puré de arroz con pollo Hero frasco 235 g,Hero
268319,Puré de espaguetis con pollo Nestlé frasco 190 g,Nestlé
298220,Puré de arroz blanco con pollo Nestlé frasco 190 g,Nestlé
286896,Puré de guisantes con patata y pollo Gerber frasco 190 g,Gerber
306350,Paté clásico La piara 2 x 75 g,La piara
57938,Paté de campaña Dia Nuestra Alacena 125 g,Dia Nuestra Alacena
308329,Sazonador tex-mex Maggi 66 g,Maggi
273957,Jamón cocido extra Dia Nuestra Alacena 2 x 225 g,Dia Nuestra Alacena
273810,Pechuga de pavo Dia Nuestra Alacena 2 x 200 g,Dia Nuestra Alacena
189993,Jamón cocido Campofrío Finissimas 75 g,Campofrío
273965,Pechuga de pavo 92% Dia Nuestra Alacena 120 g,Dia Nuestra Alacena
305619,Jamón cocido extra Dia Nuestra Alacena 180 g,Dia Nuestra Alacena
161324,Pechuga de pavo reducida en sal Elpozo Bienstar 65 g,Elpozo
300740,Pechuga de pavo braseada Campofrío 70 g,Campofrío
303491,Lacón ahumado 97% Dia Nuestra Alacena 150 g,Dia Nuestra Alacena
273736,Jamón cocido reducido en sal Dia Nuestra Alacena 200 g,Dia Nuestra Alacena
300419,Jamón cocido extra Dia Nuestra Alacena 250 g,Dia Nuestra Alacena
273954,Maxi pavo Dia Nuestra Alacena 900 g,Dia Nuestra Alacena
178002,Fiambre de pavo sándwich Elpozo 270 g,Elpozo
309129,Jamón cocido 92% Bonnatur 120 g,Bonnatur
305313,Maxi York Dia Nuestra Alacena 350 g,Dia Nuestra Alacena
255685,Jamón de pavo con trufa y boletus Elpozo 120 g,Elpozo
219690,Jamón asado al horno 98% Bonnatur 100 g,Bonnatur
301086,Jamón cocido 97% reducido en sal Dia Nuestra Alacena 150 g,Dia Nuestra Alacena
303612,Paleta cocida Dia Nuestra Alacena 180 g,Dia Nuestra Alacena
296230,Jamón cocido braseado 97% Dia Nuestra Alacena 150 g,Dia Nuestra Alacena
309130,Pechuga de pavo 90% carne Bonnatur 90 g,Bonnatur
304850,Pétalos de pechuga de pavo 93% Dia Nuestra Alacena 90 g,Dia Nuestra Alacena
303748,Pechuga de pavo 92% reducido de sal Dia Nuestra Alacena 120 g,Dia Nuestra Alacena
301985,Pechuga de pavo + proteínas Elpozo Bienstar 130 g,Elpozo
304849,Pétalos de jamón cocido 93% duroc 50% Dia Nuestra Alacena 90 g,Dia Nuestra Alacena
309131,Pechuga de pavo asada al horno Bonnatur 100 g,Bonnatur
305874,Jamón cocido en dados Serrano 150 g,Serrano
306952,Pechuga de pavo en dados Serrano 150 g,Serrano
296598,Pavo trufado con pistachos Serrano 150 g,Serrano
308802,Lacón cortado a mano Dia Nuestra Alacena 170 g,Dia Nuestra Alacena
274051,Jamón Serrano Dia Nuestra Alacena 200 g,Dia Nuestra Alacena
274059,Mini taquitos de jamón curado Dia Nuestra Alacena 2 x 75 g,Dia Nuestra Alacena
274053,Jamón serrano lonchas extrafinas Dia Nuestra Alacena 120 g,Dia Nuestra Alacena
300023,Taquitos de jamón curado Dia Nuestra Alacena 2 x 75 g,Dia Nuestra Alacena
307223,Jamón curado gran reserva 50% Duroc Dia Nuestra Alacena 90 g,Dia Nuestra Alacena
274060,Pizcas de jamón de cebo 50 % raza ibérica Dia Nuestra Alacena 60 g,Dia Nuestra Alacena
262594,Jamón curado Elpozo 1954 100 g,Elpozo
301105,Pétalos de jamón de cebo 50% raza ibérica Dia Nuestra Alacena 90 g,Dia Nuestra Alacena
220189,Jamón curado reducido en sal Navidul 45 g,Navidul
307922,Jamón de cebo 50% raza ibérica Villar 90 g,Villar
274055,Paleta Curada 50% Duroc Dia Nuestra Alacena 110 g,Dia Nuestra Alacena
306085,Paleta de cebo de campo 50% raza ibérica Villar 90 g,Villar
296392,Croquetas de jamón ibérico Dia Al Punto 350 g,Dia Al Punto
301107,Taco de jamón curado Dia Nuestra Alacena 200 g,Dia Nuestra Alacena
274057,Jamón de cebo ibérico 50% Dia Nuestra Alacena 90 g,Dia Nuestra Alacena
307222,Jamón curado reducido de sal Dia Nuestra Alacena 80 g,Dia Nuestra Alacena
212326,Jamón reserva duroc Villar 90 g,Villar
16536,Baguette de jamón y queso 2 unidades Dia Al Punto 250 g,Dia Al Punto
19199,Muslitos de mar MSC Dia Mari Marinera 250 g,Dia Mari Marinera
306084,Jamón de cebo de campo ibérico Villar 90 g,Villar
44925,Pizza jamón y queso Casa Tarradellas 2 x 225 g,Casa Tarradellas
183532,Pizza prosciutto Dr. Oetker Ristorante 340 g,Dr. Oetker
24712,Pizza jamón y queso Casa Tarradellas 405 g,Casa Tarradellas
52351,Pannini jamón y queso 2 unidades Dr. Oetker 250 g,Dr. Oetker
28077,Pizza jamón serrano Casa Tarradellas 390 g,Casa Tarradellas
284308,Pizza prosciutto sin gluten Dr. Oetker Ristorante 345 g,Dr. Oetker
304788,Croquetas de jamón Dia Al Punto 400 g,Dia Al Punto
130615,Pizza jamón y queso masa fina Dia Al Punto 350 g,Dia Al Punto
80000,Pizza reina 2 unidades Dia Al Punto 700 g,Dia Al Punto
294865,bocaditos sabor jamón y tomate Snatt's 110 g,Snatt's
88841,Pizza speciale Dr. Oetker Ristorante 345 g,Dr. Oetker
81020,Mini pizzas de jamón y queso Dia Al Punto 270 g,Dia Al Punto
130345,Croquetas artesanas de jamón ibérico La cocinera 400 g,La cocinera
305909,Mini pizzas de jamón y queso Dr. Oetker Ristorante 288 g,Dr. Oetker
161619,Mini tortitas de maíz y arroz sabor jamón Dia Naturmundo bolsa 75 g,Dia Naturmundo
161620,Mini tortitas de maíz y arroz sabor queso Dia Naturmundo bolsa 75 g,Dia Naturmundo
46197,Pizza campestre Dia Al Punto 400 g,Dia Al Punto
11612,Ruffles jamón 150 g,Ruffles
184167,Ruffles jamón 243 g,Ruffles
166224,Pringles jamón 165 g,Pringles
308577,Libritos de jamón y queso con patatas fritas 250 g,DIA
286531,Paté de jamón Dia Nuestra Alacena 110 g,Dia Nuestra Alacena
218490,Torreznos sabor jamón ibérico Tendilla 125 g,Tendilla
309128,Pizza artesana jamón y queso Squizzita 450 g,Squizzita
286996,Patatas fritas sabor jamón ibérico Dia Snack Maniac 130 g,Dia Snack Maniac
64804,Puré de guisantes con jamón Hero frasco 2 x 190 g,Hero
148455,Snack para perros funtastick sabor jamón /queso Friskies bolsa 175 g,Friskies
183533,Pizza barbacoa Dr. Oetker Ristorante 340 g,Dr. Oetker
43657,San jacobo Dia Al Punto 320 g,Dia Al Punto
186429,Arreglo para caldo Selección de Dia 1.15 Kg aprox.,Selección de Dia
274058,Paleta de cebo ibérica 50% Dia Nuestra Alacena 100 g,Dia Nuestra Alacena
301106,Pétalos paleta de cebo 50% raza ibérica Dia Nuestra Alacena 90 g,Dia Nuestra Alacena
308579,Taquitos de chorizo Dia Nuestra Alacena 2 x 50 g,Dia Nuestra Alacena
274140,Salchichón extra Dia Nuestra Alacena 2 x 100 g,Dia Nuestra Alacena
273988,Chorizo extra Dia Nuestra Alacena 2 x 100 g,Dia Nuestra Alacena
273960,Mortadela Dia Nuestra Alacena 250 g,Dia Nuestra Alacena
274063,Lomo embuchado Dia Nuestra Alacena 2 x 70 g,Dia Nuestra Alacena
274141,Salami extra Dia Nuestra Alacena 200 g,Dia Nuestra Alacena
274137,Espetec extra Dia Nuestra Alacena 170 g,Dia Nuestra Alacena
273976,Chorizo extra dulce Dia Nuestra Alacena 270 g,Dia Nuestra Alacena
273982,Chorizo de pamplona extra Dia Nuestra Alacena 2 x 100 g,Dia Nuestra Alacena
273991,Chorizo y salchichón extra Dia Nuestra Alacena 2 x 100 g,Dia Nuestra Alacena
303639,Longaniza payés extra Dia Nuestra Alacena 2 x 50 g,Dia Nuestra Alacena
273952,Mortadela de pavo Dia Nuestra Alacena 200 g,Dia Nuestra Alacena
37114,Espetec Casa Tarradellas 180 g,Casa Tarradellas
273756,Mortadela Bologna I.G.P. Dia Selección Mundial 150 g,Dia Selección Mundial
273996,Chorizo ibérico extra Dia Nuestra Alacena 2 x 60 g,Dia Nuestra Alacena
300434,Cabecero de lomo Dia Nuestra Alacena 2 x 70 g,Dia Nuestra Alacena
297911,Mini fuet Dia Nuestra Alacena 50 g,Dia Nuestra Alacena
273977,Chorizo extra picante Dia Nuestra Alacena 270 g,Dia Nuestra Alacena
274754,Mortadela Dia Nuestra Alacena 500 g,Dia Nuestra Alacena
182281,Bacón sabor ahumado Oscar Mayer 100 g,Oscar Mayer
134228,Caña de lomo Navidul 40 g,Navidul
274186,Salchichón ibérico extra Dia Nuestra Alacena 2 x 60 g,Dia Nuestra Alacena
274138,Fuet extra Dia Nuestra Alacena 2 x 170 g,Dia Nuestra Alacena
273984,Chorizo de león dulce Dia Nuestra Alacena 100 g,Dia Nuestra Alacena
306082,Chorizo ibérico extra Villar 90 g,Villar
274000,Chorizo ibérico extra Dia Nuestra Alacena 90 g,Dia Nuestra Alacena
207576,Mortadela ahumada Mrm 200 g,Mrm
303347,Chorizo de León dulce Dia Nuestra Alacena 250 g,Dia Nuestra Alacena
303336,Chorizo de León picante Dia Nuestra Alacena 250 g,Dia Nuestra Alacena
303394,Chorizo de pavo extra Dia Nuestra Alacena 2 x 60 g,Dia Nuestra Alacena
217997,Queso havarti madurado Arla 150 g,Arla
306081,Salchichón de cebo ibérico extra Villar 90 g,Villar
276169,Salchichón a la pimienta Sola 100 g,Sola
148432,Mortadela clásica Campofrío 95 g,Campofrío
274064,Lomo de cebo ibérico 50% Dia Nuestra Alacena 80 g,Dia Nuestra Alacena
176887,Salchichón nobleza Elpozo 65 g,Elpozo
301722,Pétalos de salchichón extra 50% duroc Dia Nuestra Alacena 80 g,Dia Nuestra Alacena
303395,Salchichón de pavo extra Dia Nuestra Alacena 2 x 60 g,Dia Nuestra Alacena
297914,Mini fuet de pavo Dia Nuestra Alacena 50 g,Dia Nuestra Alacena
17384,Filetes de merluza Argentina sin piel Dia Mari Marinera 400 g,Dia Mari Marinera
72170,Filetes de merluza del cabo sin piel MSC Dia Mari Marinera 600 g,Dia Mari Marinera
300433,Tacos de bacalao ArtMorhua 360 g,Ar-t morhua
307738,Filetes de gallo sin piel Vento 500 g,Vento
298228,Lubina ASC Dia Mari Marinera 180 g,Dia Mari Marinera
274390,Lomos de salmón Dia Selección Mundial 250 g,Dia Selección Mundial
129357,Almeja del pacífico Dia Mari Marinera 450 g,Dia Mari Marinera
293946,Filetes de merluza empanados Dia Mari Marinera 600 g,Dia Mari Marinera
41097,Caprichos del mar Dia Mari Marinera 400 g,Dia Mari Marinera
288633,Solomillo de atún MSC Dia Mari Marinera 250 g,Dia Mari Marinera
286539,Calamar troceado Dia Mari Marinera 450 g,Dia Mari Marinera
274389,Salmón salvaje MSC Dia Mari Marinera 360 g,Dia Mari Marinera
269059,Gambas peladas y crudas medianas Dia Mari Marinera 350 g,Dia Mari Marinera
289431,Nuggets de merluza Pescanova 360 g,Pescanova
262439,Atún claro al natural Dia Mari Marinera 6 x 60 g,Dia Mari Marinera
263686,Salmón ahumado Noruego Dia Selección Mundial sobre 100 g,Dia Selección Mundial
296779,Boquerones en vinagre con ajo y perejil MSC Dia Mari Marinera bandeja 80 g,Dia Mari Marinera
62403,Palitos de surimi refrigeradas MSC Dia Mari Marinera bolsa 300 g,Dia Mari Marinera
69088,Corazones de merluza Pescanova 500 g,Pescanova
298229,Dorada ASC Dia Mari Marinera 180 g,Dia Mari Marinera
262430,Atún en aceite de girasol Dia Mari Marinera 6 x 52 g,Dia Mari Marinera
273563,Preparado para paellas y sopas Dia Mari Marinera 685 g,Dia Mari Marinera
305260,Boquerones en tempura Cocinarte 400 g,Cocinarte
305869,Rodajas de merluza argentina Dia Mari Marinera 550 g,Dia Mari Marinera
175857,Rodajas de emperador Dia Mari Marinera 475 g,Dia Mari Marinera
269628,Escalopines de salmón Selección de Dia 420 g aprox.,Selección de Dia
291396,Varitas de pescado MSC Findus 250 g,Findus
275472,Tacos de potón al ajillo Dia Mari Marinera 72 g,Dia Mari Marinera
72491,Chipirones rellenos en su tinta Dia Mari Marinera 72 g,Dia Mari Marinera
304828,Salmón al natural alto en proteínas Dia mari marinera 2 x 50 g Dia Mari Marinera 2 x 50 g,Dia Mari Marinera
309492,Salmón en porciones Norway seafood 500 g,Norway seafood
262429,Atún en aceite de girasol Dia Mari Marinera 3 x 52 g,Dia Mari Marinera
288045,Atún en aceite de oliva Dia Mari Marinera 3 x 52 g,Dia Mari Marinera
51264,Trozos de potón en salsa americana Dia Mari Marinera 3 x 51 g,Dia Mari Marinera
50596,Mejillones en escabeche 14/18 piezas Dia Mari Marinera 69 g,Dia Mari Marinera
26914,Almejones al natural Dia Mari Marinera 63 g,Dia Mari Marinera
117162,Mejillones en escabeche picantes 14/18 piezas Dia Mari Marinera 69 g,Dia Mari Marinera
16527,Mejillones en escabeche 8/12 piezas Dia Mari Marinera 69 g,Dia Mari Marinera
119959,Atún en salsa de tomate Dia Dia Mari Marinera 3 x 52 g,Dia Mari Marinera
145495,Mejillones al natural 13/18 piezas Dia Mari Marinera 69 g,Dia Mari Marinera
62631,Potón del Pacífico en su tinta Dia Mari Marinera 3 x 51 g,Dia Mari Marinera
262435,Atún claro en aceite de oliva bajo en sal Dia Mari Marinera 3 x 60 g,Dia Mari Marinera
17891,Sardinillas picantes Dia Mari Marinera 62 g,Dia Mari Marinera
262440,Atún claro en escabeche Dia Mari Marinera 6 x 60 g,Dia Mari Marinera
110474,Berberechos al natural 60/100 piezas Dia Mari Marinera 63 g,Dia Mari Marinera
6084,Sardinas en tomate Dia Mari Marinera 85 g,Dia Mari Marinera
137675,Sardinas picantes Albo 85 g,Albo
176765,Mejillones en salsa vieira 13/18 piezas Dia Mari Marinera 69 g,Dia Mari Marinera
51262,Chipirones rellenos en salsa americana Dia Mari Marinera 72 g,Dia Mari Marinera
180486,Caldo de pescado gourmet Gallina Blanca 1 L,Gallina Blanca
1158,Mejillones en escabeche 13/18 piezas Calvo 69 g,Calvo
134115,Navajas al natural Cabo de Hornos 63 g,Cabo de Hornos
273251,Mejillones picantes 13/18 piezas Isabel 69 g,Isabel
10298,Melva en aceite de girasol Ubago 85 g,Ubago
188892,Bacalao dorado Marvanejo 240 g,Marvanejo
30706,Mejillones en escabeche 8/12 piezas Calvo 69 g,Calvo
302187,Salmón ahumado reducido en sal Dia Selección Mundial sobre 100 g,Dia Selección Mundial
296869,Trozos de atún en aceite de girasol Ribeira 3 x 52 g,Ribeira
304092,Atún en aceite de oliva Dia Mari Marinera 6 x 52 g,Dia Mari Marinera
162012,Filete de salmón Selección de Dia bandeja 420 g aprox.,Selección de Dia
44404,Salmón ahumado Noruego Dia Selección Mundial sobre 200 g,Dia Selección Mundial
306213,Salpicón de marisco Selección de Dia bandeja 400 g,Selección de Dia
164595,Caldo para paella Gallina Blanca 1 L,Gallina Blanca
306541,Fumet de marisco 100% natural Dia Al Punto 1 L,Dia Al Punto
89983,Maravillas de mar al ajillo Dia Mari Marinera 50 g,Dia Mari Marinera
303265,Bonito en aceite de girasol alto oleico Dia Mari Marinera 228 g,Dia Mari Marinera
296414,Trozos de bonito del Norte Dia Mari Marinera 3 x 52 g,Dia Mari Marinera
308085,Salmón ahumado en dados Skandia bandeja 100 g,Skandia
302603,Bonito en aceite de girasol alto oleico Consorcio 80 g,Consorcio
309576,Palitos de pescado fich tenders MSC Findus 256 g,Findus
309624,Burger de pescado MSC Findus 270 g,Findus
310535,Navajuelas del Pacífico al natural Orbe 63 g,Orbe
304093,Atún al natural Dia Mari Marinera 3 x 56 g,Dia Mari Marinera
307381,Paté de sardinas Dia Nuestra Alacena 110 g,Dia Nuestra Alacena
298941,Calamar patagónico entero y limpio Dia Mari Marinera 400 g,Dia Mari Marinera
304827,Atún claro al natural alto en proteínas Dia Mari Marinera 2 x 56 g,Dia Mari Marinera
59239,Preparado de paella con caldo Dia Mari Marinera 500 g,Dia Mari Marinera
286535,Paté de salmón Dia Nuestra Alacena 110 g,Dia Nuestra Alacena
119552,Vino blanco Pescador 75 cl,Pescador
84820,Alimento para gatos salmón Friskies bolsa 3 Kg,Friskies
297337,Paté para gato con salmón y trucha Deligato de Dia tarrina 100 g,Deligato de Dia
37161,Mousse para gatos con pescado Gourmet lata 85 g,Gourmet
292640,Alimento para gatos selección pescado en gelatina Whiskas bolsa 4 x 85 g,Whiskas
301871,Alimento para perros con salmón y atún Deliperro de Dia bolsa 3 Kg,Deliperro de Dia
303528,Alimento para gatos de salmón control urinario Deligato de Dia bolsa 800 g,Deligato de Dia
283122,Mousse para gatos de salmón Vitakraft lata 85 g,Vitakraft
155538,Snack para gatos con salmón Catisfaction bolsa 60 g,Catisfaction
280375,Mousse para gatos de salmón Gourmet caja 4 x 57 g,Gourmet
296058,Snacks para gatos rellenos con salmón Deligato de Dia bolsa 60 g,Deligato de Dia
296062,Snack para gatos sticks de salmón Deligato de Dia bolsa 10 x 5 g,Deligato de Dia
194764,Alimento para gatos esterilizados con salmón Ultima bolsa 1.5 Kg,Ultima
273656,Snack líquido para gatos con salmón Vitakraft caja 90 g,Vitakraft
271303,Alimento para gatos adultos sabor salmón Ultima bolsa 750 g,Ultima
184840,Alimento para gatos con atún/salmón/trucha Gourmet caja 300 g,Gourmet
301830,Alimento para gatos esterilizados con salmón Ultima Pro+ bolsa 375 g,Ultima
307921,Vino blanco dulce sin alcohol Pescador 75 cl,Pescador
283041,Alimento para gatos en gelatina sabor pescado Felix bolsa 340 g,Felix
301317,Alimento para perros mini adultos mix salmón/pavo Ultima bolsa 4 x 100 g,Ultima
296060,Snack para gatos líquido de pollo y salmón Deligato de Dia bolsa 105 g,Deligato de Dia
117788,Langostino cocido Selección de Dia bandeja 400 g,Selección de Dia
233894,Trucha ahumada Dia Mari Marinera bandeja 100 g,Dia Mari Marinera
47403,Langostino cocido grande 32/48 piezas Dia Mari Marinera 800 g,Dia Mari Marinera
264682,Sucedáneo de angulas refrigerado MSC Dia Mari Marinera bandeja 200 g,Dia Mari Marinera
298040,Sepia Selección de Dia bandeja 400 g aprox.,Selección de Dia
267319,Boquerones en vinagre MSC Dia Mari Marinera bandeja 80 g,Dia Mari Marinera
298039,Filetes de dorada Selección de Dia bandeja 300 g aprox.,Selección de Dia
269304,Pata de pulpo cocido Dia Mari Marinera bandeja 250 g,Dia Mari Marinera
294392,Taquitos de mar cocidos Dia Mari Marinera bolsa 125 g,Dia Mari Marinera
287250,Sucedáneo de angulas con gambas refrigerado Dia Mari Marinera bandeja 200 g,Dia Mari Marinera
264608,Bacalao desmigado desalado MSC Selección de Dia bandeja 250 g,Selección de Dia
294391,Potón cocido en rodajas Dia Mari Marinera bolsa 200 g,Dia Mari Marinera
286140,Solomillo de atún bandeja 300 g aprox.,DIA
81922,Mejillones cocidos en su jugo Aguinamar bolsa 1 Kg,Aguinamar
184569,Anchoas del Cantábrico MSC en aceite de oliva Dia Mari Marinera lata 50 g,Dia Mari Marinera
303326,Anchoas en aceite de girasol alto oleico Consorcio lata 23 g,Consorcio
256038,Mejillones en salsa de tomate Aguinamar bandeja 500 g,Aguinamar
308615,Gilda de anchoa doble Arteiñaki bandeja 100 g,Arteiñaki
301564,Rabas empanadas Marnatura 300 g aprox.,Marnatura
308655,Boquerones en vinagre con ajo y perejil Arteiñaki bandeja 250 g,Arteiñaki
179044,Huevas de Islandia negras Royal frasco 50 g,Royal
181667,Filetes de sardina anchoada Kiele bandeja 50 g,Kiele
264553,Bacalao desmigado salado MSC Selección de Dia bandeja 250 g,Selección de Dia
303182,Media ración de pulpo cocido Embumar bandeja 150 g,Embumar
105460,Colas de langostino al ajillo Aguinamar bolsa 105 g,Aguinamar
47405,Langostino crudo grande 32/48 piezas Dia Mari Marinera 800 g,Dia Mari Marinera
269058,Gambas peladas y crudas grandes Dia Mari Marinera 350 g,Dia Mari Marinera
263242,Sucedáneo de angulas MSC congelado Dia Mari Marinera 250 g,Dia Mari Marinera
31437,Filetes de panga ASC 480 g,DIA
4542,Filetes de bacalao MSC Dia Mari Marinera 360 g,Dia Mari Marinera
298633,Varitas de merluza MSC Dia Mari Marinera 450 g,Dia Mari Marinera
233107,Carne de mejillón cocido Dia Mari Marinera 250 g,Dia Mari Marinera
293705,Sepia faraónica Dia Mari Marinera 400 g,Dia Mari Marinera
263685,Sucedáneo de angulas con gambas congelado Dia Mari Marinera 250 g,Dia Mari Marinera
26442,Medallones de merluza del cabo MSC Dia Mari Marinera 475 g,Dia Mari Marinera
298869,Filetes de abadejo MSC Dia Mari Marinera 500 g,Dia Mari Marinera
286538,Anillas de pota Dia Mari Marinera 350 g,Dia Mari Marinera
271923,Chipirón enharinado Dia Mari Marinera 250 g,Dia Mari Marinera
291719,Tortillitas de camarón Terranova 400 g,Terranova
296057,Gamba blanca cruda 50/70 piezas Dia Mari Marinera 500 g,Dia Mari Marinera
263661,Puntilla Aligator 450 g,Aligator
300418,Coquina del Mediterráneo Aligator 250 g,Aligator
273235,Gambón crudo Dia Mari Marinera 800 g,Dia Mari Marinera
148888,Colas de gambón pelado crudo Dia Mari Marinera 200 g,Dia Mari Marinera
309058,Filetes de merluza Argentina sin piel grandes Pescanova 400 g,Pescanova
5206,Anillas a la romana Dia Mari Marinera 400 g,Dia Mari Marinera
69089,Filetes de merluza sin piel mini Pescanova 400 g,Pescanova
291763,Colas de gamba rebozadas Cocinarte 200 g,Cocinarte
309112,Maruca en porciones con piel Aligator 475 g,Aligator
175779,Snack para gatos party mix ocean Felix bolsa 60 g,Felix
1027,Crema de bechamel con lenguado Hero frasco 235 g,Hero
297318,Mousse para gatos con pato Deligato de Dia lata 85 g,Deligato de Dia
297315,Mousse para gatos con atún Deligato de Dia lata 85 g,Deligato de Dia
297316,Mousse para gatos con buey Deligato de Dia lata 85 g,Deligato de Dia
283043,Alimento para gatos fantastic sabor festín del mar 4 unidades Felix bolsa 340 g,Felix
297533,Alimento para gatos bocaditos en gelatina Deligato de Dia caja 12 x 100 g,Deligato de Dia
306579,Alimento para gatos junior expert nutrition Ultima bolsa 280 g,Ultima
130337,Mousse para gatos mix Gourmet lata 8 x 85 g,Gourmet
115081,Finas láminas surtidas en salsa para gatos Gourmet bolsa 4 x 85 g,Gourmet
168697,Alimento para gatos doble sabor Gourmet lata 8 x 85 g,Gourmet
301911,Preparado para fideuá y arroces sin cáscara Dia Mari Marinera 450 g,Dia Mari Marinera
286537,Tiras de potón Dia Mari Marinera 350 g,Dia Mari Marinera
71213,Anguriñas Pescanova 200 g,Pescanova
1413,Mini empanadillas de atún Dia Al Punto 400 g,Dia Al Punto
275226,Canelones de atún Dia Al Punto 300 g,Dia Al Punto
293539,Paté de atún Dia Nuestra Alacena 2 x 75 g,Dia Nuestra Alacena
273058,Pastel de atún Dia Al Punto 260 g,Dia Al Punto
