id,id_producto,nombre,precio,categoria_id,categoria,subcategoria,imagen,url,actualizado
7307,ME-0021,Tomates cherry en rama Dulcita,2.50€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/66cbca38df7850609b4eaa53baace8b0.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69414/tomates-cherry-rama-dulcita-bandeja,2026-03-09 20:22:03.238437
7309,ME-0022,Tomates negros,2.94€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/9dcdcd3905a23003d0033161674abf16.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69976/tomates-kumato-negro-bandeja,2026-03-09 20:22:03.238437
7304,ME-0023,Tomates,3.80€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/8d8b0344fdd594338795d6d4e7f496aa.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69971/tomates-malla,2026-03-09 20:22:03.238437
7297,ME-0024,Tomate negro,0.41€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/9db6e4f61e86494e992acf3529e066cd.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69935/tomate-kumato-negro-pieza,2026-03-09 20:22:03.238437
7299,ME-0025,Tomate rallado,1.45€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/3e710720845fde2965e96f24b08c864e.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69938/tomate-rallado-tarrina,2026-03-09 20:22:03.238437
7271,ME-0026,Rama de Tomates,1.75€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/b865049658bc89eaf2131c967ee4d57e.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69487/rama-tomates-granel,2026-03-09 20:22:03.238437
7300,ME-0027,Tomate rosa,1.39€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/0a29af1acbea6e28de6911bc2253b876.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69444/tomate-rosa-pieza,2026-03-09 20:22:03.238437
7305,ME-0028,Tomates Anhel,2.52€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/626ba7141f74a36e97aac6f5bf034623.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69446/tomates-anhel-bandeja,2026-03-09 20:22:03.238437
7265,ME-0029,Plátano de Canarias IGP,0.35€,null,Frutas y Verduras,Fruta,https://prod-mercadona.imgix.net/images/e4a37940916985bf5ca166e266580c37.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3819/platano-canarias-igp-pieza,2026-03-09 20:22:03.238437
7075,ME-0030,Banana,0.28€,null,Frutas y Verduras,Fruta,https://prod-mercadona.imgix.net/images/69edef3541bbf3f4b7173c9d617a5698.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3824/banana-pieza,2026-03-09 20:21:32.851756
7266,ME-0031,Plátano macho,0.81€,null,Frutas y Verduras,Fruta,https://prod-mercadona.imgix.net/images/c22baa2a17de06fbf8477ef25392b7ca.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3132/platano-macho-pieza,2026-03-09 20:22:03.238437
