id,id_api,nombre_comercial,precio,precio_unidad,marca,url,imagen,disponible
DI-1796,262432,Atún claro en aceite de oliva Dia Mari Marinera 6 x 60 g,4.9,13.61€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/262432,https://www.dia.es/product_images/262432/262432_ISO_0_ES.jpg,True
DI-2947,296779,Boquerones en vinagre con ajo y perejil MSC Dia Mari Marinera bandeja 80 g,2.49,31.13€/kg,Dia Mari Marinera,https://www.dia.es/pescados-y-mariscos/ahumados-y-salazones/p/296779,https://www.dia.es/product_images/296779/296779_ISO_0_ES.jpg,True
DI-3325,303311,Arroz de marisco Dia Al Punto 330 g,1.99,6.03€/kg,Dia Al Punto,https://www.dia.es/congelados/arroces-y-pasta/p/303311,https://www.dia.es/product_images/303311/303311_ISO_0_ES.jpg,True
DI-0963,182509,Sardinillas en aceite de oliva Dia Mari Marinera 2 x 65 g,2.05,15.77€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/caballa-y-sardinas/p/182509,https://www.dia.es/product_images/182509/182509_ISO_0_ES.jpg,True
DI-2718,291396,Varitas de pescado MSC Findus 250 g,2.49,9.96€/kg,Findus,https://www.dia.es/congelados/croquetas-y-rebozados/p/291396,https://www.dia.es/product_images/291396/291396_ISO_0_ES.jpg,True
DI-0460,139082,Zamburiñas en salsa vieira Dia Mari Marinera 63 g,1.56,24.76€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/139082,https://www.dia.es/product_images/139082/139082_ISO_0_ES.jpg,True
DI-0543,145495,Mejillones al natural 13/18 piezas Dia Mari Marinera 69 g,1.99,28.84€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/145495,https://www.dia.es/product_images/145495/145495_ISO_0_ES.jpg,True
DI-2527,284386,Filetes de caballa del sur en aceite de oliva Dia Mari Marinera 85 g,1.32,15.53€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/caballa-y-sardinas/p/284386,https://www.dia.es/product_images/284386/284386_ISO_0_ES.jpg,True
DI-4356,50597,Mejillones en escabeche Dia Mari Marinera 3 x 43 g,1.91,14.82€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/50597,https://www.dia.es/product_images/50597/50597_ISO_0_ES.jpg,True
DI-4697,7975,Sardinas en aceite de oliva Dia Mari Marinera 85 g,1.25,14.71€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/caballa-y-sardinas/p/7975,https://www.dia.es/product_images/7975/7975_ISO_0_ES.jpg,True
DI-3511,304828,Salmón al natural alto en proteínas Dia mari marinera 2 x 50 g Dia Mari Marinera 2 x 50 g,2.99,29.90€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/304828,https://www.dia.es/product_images/304828/304828_ISO_0_ES.jpg,True
DI-4525,6084,Sardinas en tomate Dia Mari Marinera 85 g,1.19,14.00€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/caballa-y-sardinas/p/6084,https://www.dia.es/product_images/6084/6084_ISO_0_ES.jpg,True
DI-2287,275472,Tacos de potón al ajillo Dia Mari Marinera 72 g,1.65,22.92€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/275472,https://www.dia.es/product_images/275472/275472_ISO_0_ES.jpg,True
DI-4495,5832,Sardinillas en tomate Dia Mari Marinera 62 g,1.09,17.58€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/caballa-y-sardinas/p/5832,https://www.dia.es/product_images/5832/5832_ISO_0_ES.jpg,True
DI-2528,284387,Filetes de caballa del sur en aceite de girasol Dia Mari Marinera 85 g,1.19,14.02€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/caballa-y-sardinas/p/284387,https://www.dia.es/product_images/284387/284387_ISO_0_ES.jpg,True
DI-4800,310377,Boquerón en tempura Dia Mari Marinera 350 g,2.99,8.54€/kg,Dia Mari Marinera,https://www.dia.es/congelados/pescado-y-marisco/p/310377,https://www.dia.es/product_images/310377/310377_ISO_0_ES.jpg,True
DI-3998,309492,Salmón en porciones Norway seafood 500 g,7.89,15.78€/kg,Norway seafood,https://www.dia.es/congelados/pescado-y-marisco/p/309492,https://www.dia.es/product_images/309492/309492_ISO_0_ES.jpg,True
DI-1794,262429,Atún en aceite de girasol Dia Mari Marinera 3 x 52 g,2.1,13.46€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/262429,https://www.dia.es/product_images/262429/262429_ISO_0_ES.jpg,True
DI-2617,288045,Atún en aceite de oliva Dia Mari Marinera 3 x 52 g,2.12,13.59€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/288045,https://www.dia.es/product_images/288045/288045_ISO_0_ES.jpg,True
DI-0456,138259,Atún en aceite de girasol Dia Mari Marinera 650 g,6.5,10.00€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/138259,https://www.dia.es/product_images/138259/138259_ISO_0_ES.jpg,True
DI-1797,262434,Atún claro en aceite de oliva Dia Mari Marinera 3 x 60 g,2.95,16.39€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/262434,https://www.dia.es/product_images/262434/262434_ISO_0_ES.jpg,True
DI-0216,11829,Melva en aceite de oliva Dia Mari Marinera 85 g,1.85,21.76€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/11829,https://www.dia.es/product_images/11829/11829_ISO_0_ES.jpg,True
DI-4373,51264,Trozos de potón en salsa americana Dia Mari Marinera 3 x 51 g,1.96,12.81€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/51264,https://www.dia.es/product_images/51264/51264_ISO_0_ES.jpg,True
DI-2805,29395,Bonito del norte en aceite de oliva Dia Mari Marinera 73 g,1.29,17.67€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/29395,https://www.dia.es/product_images/29395/29395_ISO_0_ES.jpg,True
DI-4355,50596,Mejillones en escabeche 14/18 piezas Dia Mari Marinera 69 g,1.72,24.93€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/50596,https://www.dia.es/product_images/50596/50596_ISO_0_ES.jpg,True
DI-0202,117162,Mejillones en escabeche picantes 14/18 piezas Dia Mari Marinera 69 g,1.99,28.84€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/117162,https://www.dia.es/product_images/117162/117162_ISO_0_ES.jpg,True
DI-0785,16527,Mejillones en escabeche 8/12 piezas Dia Mari Marinera 69 g,2.8,40.58€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/16527,https://www.dia.es/product_images/16527/16527_ISO_0_ES.jpg,True
DI-0244,119959,Atún en salsa de tomate Dia Dia Mari Marinera 3 x 52 g,2.1,13.46€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/119959,https://www.dia.es/product_images/119959/119959_ISO_0_ES.jpg,True
DI-0337,129042,Sardinillas en aceite de girasol Dia Mari Marinera 2 x 65 g,2.15,16.54€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/caballa-y-sardinas/p/129042,https://www.dia.es/product_images/129042/129042_ISO_0_ES.jpg,True
DI-4541,62631,Potón del Pacífico en su tinta Dia Mari Marinera 3 x 51 g,2.69,17.58€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/62631,https://www.dia.es/product_images/62631/62631_ISO_0_ES.jpg,True
DI-4530,61500,Atún claro en aceite de oliva Calvo 3 x 52 g,4.39,28.14€/kg,Calvo,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/61500,https://www.dia.es/product_images/61500/61500_ISO_0_ES.jpg,True
DI-2748,292768,Berberechos al natural Sagres 58 g,2.69,46.38€/kg,Sagres,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/292768,https://www.dia.es/product_images/292768/292768_ISO_0_ES.jpg,True
DI-1798,262435,Atún claro en aceite de oliva bajo en sal Dia Mari Marinera 3 x 60 g,2.39,13.29€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/262435,https://www.dia.es/product_images/262435/262435_ISO_0_ES.jpg,True
DI-0920,17891,Sardinillas picantes Dia Mari Marinera 62 g,1.15,18.55€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/caballa-y-sardinas/p/17891,https://www.dia.es/product_images/17891/17891_ISO_0_ES.jpg,True
DI-1800,262440,Atún claro en escabeche Dia Mari Marinera 6 x 60 g,4.7,13.06€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/262440,https://www.dia.es/product_images/262440/262440_ISO_0_ES.jpg,True
DI-0196,116670,Atún en aceite girasol Isabel 3 x 52 g,3.29,21.09€/kg,Isabel,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/116670,https://www.dia.es/product_images/116670/116670_ISO_0_ES.jpg,True
DI-0579,147678,Calamares en su tinta Albo 72 g,2.95,40.97€/kg,Albo,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/147678,https://www.dia.es/product_images/147678/147678_ISO_0_ES.jpg,True
DI-4587,6721,Filetes de caballa del sur en aceite de girasol Ubago 65 g,1.55,23.85€/kg,Ubago,https://www.dia.es/conservas-caldos-y-cremas/caballa-y-sardinas/p/6721,https://www.dia.es/product_images/6721/6721_ISO_0_ES.jpg,True
DI-0120,110474,Berberechos al natural 60/100 piezas Dia Mari Marinera 63 g,3.05,48.41€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/110474,https://www.dia.es/product_images/110474/110474_ISO_0_ES.jpg,True
DI-4162,371,Atún claro en aceite de girasol Calvo 3 x 52 g,3.5,22.44€/kg,Calvo,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/371,https://www.dia.es/product_images/371/371_ISO_0_ES.jpg,True
DI-0451,137675,Sardinas picantes Albo 85 g,2.35,27.65€/kg,Albo,https://www.dia.es/conservas-caldos-y-cremas/caballa-y-sardinas/p/137675,https://www.dia.es/product_images/137675/137675_ISO_0_ES.jpg,True
DI-4630,72491,Chipirones rellenos en su tinta Dia Mari Marinera 72 g,2.25,31.25€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/72491,https://www.dia.es/product_images/72491/72491_ISO_0_ES.jpg,True
DI-2468,28245,Mejillones en escabeche 13/18 piezas Isabel 69 g,2.59,37.54€/kg,Isabel,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/28245,https://www.dia.es/product_images/28245/28245_ISO_0_ES.jpg,True
DI-3425,303963,Atún claro en aceite de girasol Dia Mari Marinera 228 g,4.95,21.71€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/303963,https://www.dia.es/product_images/303963/303963_ISO_0_ES.jpg,True
DI-0895,176765,Mejillones en salsa vieira 13/18 piezas Dia Mari Marinera 69 g,1.99,28.84€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/176765,https://www.dia.es/product_images/176765/176765_ISO_0_ES.jpg,True
DI-4496,5833,Sardinillas en escabeche Dia Mari Marinera 65 g,1.19,18.31€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/caballa-y-sardinas/p/5833,https://www.dia.es/product_images/5833/5833_ISO_0_ES.jpg,True
DI-4372,51262,Chipirones rellenos en salsa americana Dia Mari Marinera 72 g,2.59,35.97€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/51262,https://www.dia.es/product_images/51262/51262_ISO_0_ES.jpg,True
DI-3349,303437,Filetes de caballa en aceite de oliva bajo en sal Dia Mari Marinera 85 g,1.6,18.82€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/caballa-y-sardinas/p/303437,https://www.dia.es/product_images/303437/303437_ISO_0_ES.jpg,True
DI-4343,50171,Ventresca de atún claro en aceite de oliva Dia Mari Marinera 78 g,3.3,42.31€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/50171,https://www.dia.es/product_images/50171/50171_ISO_0_ES.jpg,True
DI-1961,268129,Berberechos al natural Dia Mari Marinera 90 g,3.2,35.56€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/268129,https://www.dia.es/product_images/268129/268129_ISO_0_ES.jpg,True
DI-4220,41798,Berberechos al natural Dani 63 g,3.59,56.98€/kg,Dani,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/41798,https://www.dia.es/product_images/41798/41798_ISO_0_ES.jpg,True
DI-2650,289199,Atún claro al natural Calvo 6 x 56 g,6.69,19.91€/kg,Calvo,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/289199,https://www.dia.es/product_images/289199/289199_ISO_0_ES.jpg,True
DI-0941,180486,Caldo de pescado gourmet Gallina Blanca 1 L,2.99,2.99€/L,Gallina Blanca,https://www.dia.es/conservas-caldos-y-cremas/caldos-y-sopas/p/180486,https://www.dia.es/product_images/180486/180486_ISO_0_ES.jpg,True
DI-1072,188440,Bonito del norte en aceite de oliva Albo 67 g,2.89,43.13€/kg,Albo,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/188440,https://www.dia.es/product_images/188440/188440_ISO_0_ES.jpg,True
DI-4216,41491,Mejillones en escabeche Calvo 3 x 40 g,3.55,29.58€/kg,Calvo,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/41491,https://www.dia.es/product_images/41491/41491_ISO_0_ES.jpg,True
DI-1410,222366,Bonito del norte en escabeche Dia Mari Marinera 140 g,3.39,24.21€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/222366,https://www.dia.es/product_images/222366/222366_ISO_0_ES.jpg,True
DI-0880,175329,Trozos de calamar en salsa americana Albo 72 g,2.95,40.97€/kg,Albo,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/175329,https://www.dia.es/product_images/175329/175329_ISO_0_ES.jpg,True
DI-1110,189186,Atún claro en aceite de oliva Albo 67 g,2.39,35.67€/kg,Albo,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/189186,https://www.dia.es/product_images/189186/189186_ISO_0_ES.jpg,True
DI-0411,1334,Melva en aceite de oliva Ubago 85 g,2.85,33.53€/kg,Ubago,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/1334,https://www.dia.es/product_images/1334/1334_ISO_0_ES.jpg,True
DI-2469,282560,Atún claro en aceite de oliva Calvo 6 x 52 g,7.65,24.52€/kg,Calvo,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/282560,https://www.dia.es/product_images/282560/282560_ISO_0_ES.jpg,True
DI-0449,137118,Sardinas en aceite de oliva Albo 85 g,2.35,27.65€/kg,Albo,https://www.dia.es/conservas-caldos-y-cremas/caballa-y-sardinas/p/137118,https://www.dia.es/product_images/137118/137118_ISO_0_ES.jpg,True
DI-0182,1158,Mejillones en escabeche 13/18 piezas Calvo 69 g,2.49,36.09€/kg,Calvo,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/1158,https://www.dia.es/product_images/1158/1158_ISO_0_ES.jpg,True
DI-4486,57862,Atún con tomate Isabel 3 x 52 g,3.19,20.45€/kg,Isabel,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/57862,https://www.dia.es/product_images/57862/57862_ISO_0_ES.jpg,True
DI-0948,181199,Sardinillas en aceite de oliva bajo en sal Calvo 60 g,1.89,31.50€/kg,Calvo,https://www.dia.es/conservas-caldos-y-cremas/caballa-y-sardinas/p/181199,https://www.dia.es/product_images/181199/181199_ISO_0_ES.jpg,True
DI-1308,211594,Sardinillas en aceite de oliva Albo 82 g,2.75,33.54€/kg,Albo,https://www.dia.es/conservas-caldos-y-cremas/caballa-y-sardinas/p/211594,https://www.dia.es/product_images/211594/211594_ISO_0_ES.jpg,True
DI-3058,29906,Atún en aceite de girasol Isabel 260 g,5.95,22.88€/kg,Isabel,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/29906,https://www.dia.es/product_images/29906/29906_ISO_0_ES.jpg,True
DI-3735,30706,Mejillones en escabeche 8/12 piezas Calvo 69 g,4.49,65.07€/kg,Calvo,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/30706,https://www.dia.es/product_images/30706/30706_ISO_0_ES.jpg,True
DI-0420,134115,Navajas al natural Cabo de Hornos 63 g,2.59,41.11€/kg,Cabo de Hornos,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/134115,https://www.dia.es/product_images/134115/134115_ISO_0_ES.jpg,True
DI-2122,273251,Mejillones picantes 13/18 piezas Isabel 69 g,2.59,37.54€/kg,Isabel,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/273251,https://www.dia.es/product_images/273251/273251_ISO_0_ES.jpg,True
DI-4390,52097,Mejillones en salsa vieira 13/18 piezas Isabel 69 g,2.59,37.54€/kg,Isabel,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/52097,https://www.dia.es/product_images/52097/52097_ISO_0_ES.jpg,True
DI-0263,121436,Atún claro en aceite de oliva Albo 3 x 48 g,4.85,33.68€/kg,Albo,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/121436,https://www.dia.es/product_images/121436/121436_ISO_0_ES.jpg,True
DI-0993,184524,Atún en aceite de oliva Calvo 3 x 52 g,4.1,26.28€/kg,Calvo,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/184524,https://www.dia.es/product_images/184524/184524_ISO_0_ES.jpg,True
DI-0040,10298,Melva en aceite de girasol Ubago 85 g,2.65,31.18€/kg,Ubago,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/10298,https://www.dia.es/product_images/10298/10298_ISO_0_ES.jpg,True
DI-2774,293421,Sardinilla aceite oliva Cuca 63 g,2.79,44.29€/kg,Cuca,https://www.dia.es/conservas-caldos-y-cremas/caballa-y-sardinas/p/293421,https://www.dia.es/product_images/293421/293421_ISO_0_ES.jpg,True
DI-1554,238344,Concha fina al natural Ubago 55 g,2.39,43.45€/kg,Ubago,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/238344,https://www.dia.es/product_images/238344/238344_ISO_0_ES.jpg,True
DI-1010,186623,Atún claro en aceite de girasol Campos 104 g,2.2,21.15€/kg,Campos,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/186623,https://www.dia.es/product_images/186623/186623_ISO_0_ES.jpg,True
DI-4192,39255,Atún claro en aceite de oliva bajo en sal Calvo 3 x 52 g,4.45,28.53€/kg,Calvo,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/39255,https://www.dia.es/product_images/39255/39255_ISO_0_ES.jpg,True
DI-1691,253749,Filetes de caballa en aceite de oliva bajo en sal Calvo 82 g,2.39,29.15€/kg,Calvo,https://www.dia.es/conservas-caldos-y-cremas/caballa-y-sardinas/p/253749,https://www.dia.es/product_images/253749/253749_ISO_0_ES.jpg,True
DI-0280,1243,Atún en aceite de girasol Isabel 600 g,9.49,15.82€/kg,Isabel,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/1243,https://www.dia.es/product_images/1243/1243_ISO_0_ES.jpg,True
DI-1445,224663,Atún claro en aceite de oliva ligero Calvo 3 x 56 g,4.45,26.49€/kg,Calvo,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/224663,https://www.dia.es/product_images/224663/224663_ISO_0_ES.jpg,True
DI-3516,304870,Ventresca de atún claro en aceite de oliva Ribeira 73 g,3.85,52.74€/kg,Ribeira,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/304870,https://www.dia.es/product_images/304870/304870_ISO_0_ES.jpg,True
DI-4037,310085,Bonito del norte en escabeche Zallo 2 x 52 g,3.25,31.25€/kg,Zallo,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/310085,https://www.dia.es/product_images/310085/310085_ISO_0_ES.jpg,True
DI-4036,310084,Bonito del norte en aceite de oliva Zallo 2 x 52 g,3.35,32.21€/kg,Zallo,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/310084,https://www.dia.es/product_images/310084/310084_ISO_0_ES.jpg,True
DI-2951,296869,Trozos de atún en aceite de girasol Ribeira 3 x 52 g,1.99,12.76€/kg,Ribeira,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/296869,https://www.dia.es/product_images/296869/296869_ISO_0_ES.jpg,True
DI-1997,269628,Escalopines de salmón Selección de Dia 420 g aprox.,11.13,26.50€/kg,Selección de Dia,https://www.dia.es/pescados-y-mariscos/pescados-y-mariscos-frescos/p/269628,https://www.dia.es/product_images/269628/269628_ISO_0_ES.jpg,True
DI-3256,302187,Salmón ahumado reducido en sal Dia Selección Mundial sobre 100 g,3.99,39.90€/kg,Dia Selección Mundial,https://www.dia.es/pescados-y-mariscos/ahumados-y-salazones/p/302187,https://www.dia.es/product_images/302187/302187_ISO_0_ES.jpg,True
DI-3441,304092,Atún en aceite de oliva Dia Mari Marinera 6 x 52 g,4.25,13.62€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/304092,https://www.dia.es/product_images/304092/304092_ISO_0_ES.jpg,True
DI-0748,162012,Filete de salmón Selección de Dia bandeja 450 g aprox.,10.8,24.00€/kg,Selección de Dia,https://www.dia.es/pescados-y-mariscos/pescados-y-mariscos-frescos/p/162012,https://www.dia.es/product_images/162012/162012_ISO_0_ES.jpg,True
DI-3637,306213,Salpicón de marisco Selección de Dia bandeja 400 g,3.99,9.98€/kg,Selección de Dia,https://www.dia.es/pescados-y-mariscos/pescados-y-mariscos-frescos/p/306213,https://www.dia.es/product_images/306213/306213_ISO_0_ES.jpg,True
DI-4259,44404,Salmón ahumado Noruego Dia Selección Mundial sobre 200 g,7.2,36.00€/kg,Dia Selección Mundial,https://www.dia.es/pescados-y-mariscos/ahumados-y-salazones/p/44404,https://www.dia.es/product_images/44404/44404_ISO_0_ES.jpg,True
DI-0778,164595,Caldo para paella Gallina Blanca 1 L,3.49,3.49€/L,Gallina Blanca,https://www.dia.es/conservas-caldos-y-cremas/caldos-y-sopas/p/164595,https://www.dia.es/product_images/164595/164595_ISO_0_ES.jpg,True
DI-3028,297958,Pimientos rojos asados en tiras Joyas del valle 3 x 60 g,1.99,11.06€/kg,Joyas del valle,https://www.dia.es/conservas-caldos-y-cremas/conservas-de-verdura/p/297958,https://www.dia.es/product_images/297958/297958_ISO_0_ES.jpg,True
DI-3690,306541,Fumet de marisco 100% natural Dia Al Punto 1 L,2.39,2.39€/L,Dia Al Punto,https://www.dia.es/conservas-caldos-y-cremas/caldos-y-sopas/p/306541,https://www.dia.es/product_images/306541/306541_ISO_0_ES.jpg,True
DI-3438,304089,Atún en aceite de girasol Dia Mari Marinera 260 g,3.29,12.65€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/304089,https://www.dia.es/product_images/304089/304089_ISO_0_ES.jpg,True
DI-0416,133957,Mejillones en escabeche Dani 97 g,1.79,18.45€/kg,Dani,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/133957,https://www.dia.es/product_images/133957/133957_ISO_0_ES.jpg,True
DI-3348,303436,Bonito del Norte MSC en aceite de oliva Dia Mari Marinera 140 g,4.05,28.93€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/303436,https://www.dia.es/product_images/303436/303436_ISO_0_ES.jpg,True
DI-4776,89983,Maravillas de mar al ajillo Dia Mari Marinera 50 g,1.55,31.00€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/89983,https://www.dia.es/product_images/89983/89983_ISO_0_ES.jpg,True
DI-3010,297835,Atún en aceite de oliva Ribeira 650 g,8.8,13.54€/kg,Ribeira,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/297835,https://www.dia.es/product_images/297835/297835_ISO_0_ES.jpg,True
DI-3322,303265,Bonito en aceite de girasol alto oleico Dia Mari Marinera 228 g,5.89,25.83€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/303265,https://www.dia.es/product_images/303265/303265_ISO_0_ES.jpg,True
DI-2937,296414,Bonito del norte en trozos Dia Mari Marinera 3 x 52 g,2.89,18.53€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/296414,https://www.dia.es/product_images/296414/296414_ISO_0_ES.jpg,True
DI-3872,308085,Salmón ahumado en dados Skandia bandeja 100 g,3.99,39.90€/kg,Skandia,https://www.dia.es/pescados-y-mariscos/ahumados-y-salazones/p/308085,https://www.dia.es/product_images/308085/308085_ISO_0_ES.jpg,True
DI-3275,302603,Bonito en aceite de girasol alto oleico Consorcio 80 g,2.65,33.13€/kg,Consorcio,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/302603,https://www.dia.es/product_images/302603/302603_ISO_0_ES.jpg,True
DI-4006,309576,Palitos de pescado fich tenders MSC Findus 256 g,3.99,15.59€/kg,Findus,https://www.dia.es/congelados/pescado-y-marisco/p/309576,https://www.dia.es/product_images/309576/309576_ISO_0_ES.jpg,True
DI-4110,31178,Chipirones rellenos en aceite girasol Pay pay 72 g,2.79,38.75€/kg,Pay pay,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/31178,https://www.dia.es/product_images/31178/31178_ISO_0_ES.jpg,True
DI-4081,310535,Navajuelas del Pacífico al natural Orbe 63 g,2.39,37.94€/kg,Orbe,https://www.dia.es/conservas-caldos-y-cremas/mejillones-berberechos-y-pescado/p/310535,https://www.dia.es/product_images/310535/310535_ISO_0_ES.jpg,True
DI-4014,309624,Burger de pescado MSC Findus 270 g,3.99,14.78€/kg,Findus,https://www.dia.es/congelados/pescado-y-marisco/p/309624,https://www.dia.es/product_images/309624/309624_ISO_0_ES.jpg,True
DI-4688,78710,Atún en aceite de girasol Isabel 6 x 52 g,5.95,19.07€/kg,Isabel,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/78710,https://www.dia.es/product_images/78710/78710_ISO_0_ES.jpg,True
DI-3904,308441,Trozos de atún en aceite de girasol Friscos 135 g,1.7,12.59€/kg,Friscos,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/308441,https://www.dia.es/product_images/308441/308441_ISO_0_ES.jpg,True
