id,id_api,nombre_comercial,precio,precio_unidad,marca,url,imagen,disponible
DI-3442,304093,Atún al natural Dia Mari Marinera 3 x 56 g,1.96,11.67€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/304093,https://www.dia.es/product_images/304093/304093_ISO_0_ES.jpg,True
DI-3789,307381,Paté de sardinas Dia Nuestra Alacena 110 g,1.49,13.55€/kg,Dia Nuestra Alacena,https://www.dia.es/charcuteria-y-quesos/pate-foie-y-sobrasada/p/307381,https://www.dia.es/product_images/307381/307381_ISO_0_ES.jpg,True
DI-3510,304827,Atún claro al natural alto en proteínas Dia Mari Marinera 2 x 56 g,1.95,17.41€/kg,Dia Mari Marinera,https://www.dia.es/conservas-caldos-y-cremas/atun-y-bonito/p/304827,https://www.dia.es/product_images/304827/304827_ISO_0_ES.jpg,True
DI-2727,292052,Fumet de pescado Gallina Blanca 1 L,3.49,3.49€/L,Gallina Blanca,https://www.dia.es/conservas-caldos-y-cremas/caldos-y-sopas/p/292052,https://www.dia.es/product_images/292052/292052_ISO_0_ES.jpg,True
DI-2380,27865,Caldo de pescado Dia Al Punto 1 L,1.0,1.00€/L,Dia Al Punto,https://www.dia.es/conservas-caldos-y-cremas/caldos-y-sopas/p/27865,https://www.dia.es/product_images/27865/27865_ISO_0_ES.jpg,True
DI-0621,150914,Caldo de pescado Gallina Blanca 1 L,2.09,2.09€/L,Gallina Blanca,https://www.dia.es/conservas-caldos-y-cremas/caldos-y-sopas/p/150914,https://www.dia.es/product_images/150914/150914_ISO_0_ES.jpg,True
DI-1125,189857,Pastillas de caldo pescado Knorr 12 unidades,1.79,0.15€/ud,Knorr,https://www.dia.es/conservas-caldos-y-cremas/caldos-y-sopas/p/189857,https://www.dia.es/product_images/189857/189857_ISO_0_ES.jpg,True
DI-4501,59239,Preparado de paella con caldo Dia Mari Marinera 500 g,3.69,7.38€/kg,Dia Mari Marinera,https://www.dia.es/congelados/pescado-y-marisco/p/59239,https://www.dia.es/product_images/59239/59239_ISO_0_ES.jpg,True
DI-2583,286535,Paté de salmón Dia Nuestra Alacena 110 g,0.95,8.64€/kg,Dia Nuestra Alacena,https://www.dia.es/charcuteria-y-quesos/pate-foie-y-sobrasada/p/286535,https://www.dia.es/product_images/286535/286535_ISO_0_ES.jpg,True
DI-0230,119552,Vino blanco Pescador 75 cl,3.95,5.27€/L,Pescador,https://www.dia.es/cervezas-vinos-y-licores/vino-blanco/p/119552,https://www.dia.es/product_images/119552/119552_ISO_0_ES.jpg,True
DI-4740,84820,Alimento para gatos salmón Friskies bolsa 3 Kg,9.99,3.33€/kg,Friskies,https://www.dia.es/mascotas/gatos/p/84820,https://www.dia.es/product_images/84820/84820_ISO_0_ES.jpg,True
DI-2992,297337,Paté para gato con salmón y trucha Deligato de Dia tarrina 100 g,0.59,5.90€/kg,Deligato de Dia,https://www.dia.es/mascotas/gatos/p/297337,https://www.dia.es/product_images/297337/297337_ISO_0_ES.jpg,True
DI-3171,301053,Alimento para gatos con salmón y atún Deligato de Dia bolsa 1.5 Kg,2.33,1.55€/kg,Deligato de Dia,https://www.dia.es/mascotas/gatos/p/301053,https://www.dia.es/product_images/301053/301053_ISO_0_ES.jpg,True
DI-4164,37161,Mousse para gatos con pescado Gourmet lata 85 g,0.92,10.82€/kg,Gourmet,https://www.dia.es/mascotas/gatos/p/37161,https://www.dia.es/product_images/37161/37161_ISO_0_ES.jpg,True
DI-2746,292640,Alimento para gatos selección pescado en gelatina Whiskas bolsa 4 x 85 g,2.69,7.91€/kg,Whiskas,https://www.dia.es/mascotas/gatos/p/292640,https://www.dia.es/product_images/292640/292640_ISO_0_ES.jpg,True
DI-3233,301871,Alimento para perros con salmón y atún Deliperro de Dia bolsa 3 Kg,5.69,1.90€/kg,Deliperro de Dia,https://www.dia.es/mascotas/perros/p/301871,https://www.dia.es/product_images/301871/301871_ISO_0_ES.jpg,True
DI-0632,151720,"Alimento para gatos sabor salmón, atún y verduras Brekkies bolsa 1.5 Kg",5.19,3.46€/kg,Brekkies,https://www.dia.es/mascotas/gatos/p/151720,https://www.dia.es/product_images/151720/151720_ISO_0_ES.jpg,True
DI-1897,265287,Petit de fresa Dia Láctea pack 6 x 50 g,0.99,3.30€/kg,Dia Láctea,https://www.dia.es/yogures-y-postres/yogures-y-postres-infantiles/p/265287,https://www.dia.es/product_images/265287/265287_ISO_0_ES.jpg,True
DI-2227,274134,Bebida de fresa Dia Láctea pack 12 x 100 g,2.0,1.67€/kg,Dia Láctea,https://www.dia.es/yogures-y-postres/yogures-liquidos/p/274134,https://www.dia.es/product_images/274134/274134_ISO_0_ES.jpg,True
DI-1857,263635,Queso en polvo especial pasta Dia Láctea 150 g,1.25,8.33€/kg,Dia Láctea,https://www.dia.es/charcuteria-y-quesos/quesos-en-lonchas-y-rallado/p/263635,https://www.dia.es/product_images/263635/263635_ISO_0_ES.jpg,True
DI-0426,134753,Batido de fresa Dia Láctea 6 x 200 ml,1.55,1.29€/L,Dia Láctea,https://www.dia.es/huevos-leche-y-mantequilla/batidos/p/134753,https://www.dia.es/product_images/134753/134753_ISO_0_ES.jpg,True
DI-4633,72791,Yogur sabor fresa y plátano Dia Láctea pack 8 x 125 g,1.49,1.49€/kg,Dia Láctea,https://www.dia.es/yogures-y-postres/yogures-de-sabores-y-frutas/p/72791,https://www.dia.es/product_images/72791/72791_ISO_0_ES.jpg,True
DI-0382,13096,Queso mozzarella rallado Dia Láctea 200 g,1.65,8.25€/kg,Dia Láctea,https://www.dia.es/charcuteria-y-quesos/quesos-en-lonchas-y-rallado/p/13096,https://www.dia.es/product_images/13096/13096_ISO_0_ES.jpg,True
DI-2091,272536,Yogur natural Dia Láctea pack 8 x 125 g,1.33,1.33€/kg,Dia Láctea,https://www.dia.es/yogures-y-postres/yogures-naturales-y-desnatados/p/272536,https://www.dia.es/product_images/272536/272536_ISO_0_ES.jpg,True
DI-4801,303097,Queso Mozzarella en lonchas Dia Láctea 160 g,1.44,9.00€/kg,Dia Láctea,https://www.dia.es/charcuteria-y-quesos/quesos-en-lonchas-y-rallado/p/303097,https://www.dia.es/product_images/303097/303097_ISO_0_ES.jpg,True
DI-4802,50652,Queso rallado 4 quesos Dia Láctea 200 g,1.89,9.45€/kg,Dia Láctea,https://www.dia.es/charcuteria-y-quesos/quesos-en-lonchas-y-rallado/p/50652,https://www.dia.es/product_images/50652/50652_ISO_0_ES.jpg,True
DI-1898,265288,Petit de fresa y plátano Dia Láctea pack 6 x 50 g,0.99,3.30€/kg,Dia Láctea,https://www.dia.es/yogures-y-postres/yogures-y-postres-infantiles/p/265288,https://www.dia.es/product_images/265288/265288_ISO_0_ES.jpg,True
DI-1694,253810,Kéfir Dia Láctea botella 500 g,1.16,2.33€/kg,Dia Láctea,https://www.dia.es/yogures-y-postres/kefir-y-postres-vegetales/p/253810,https://www.dia.es/product_images/253810/253810_ISO_0_ES.jpg,True
DI-0541,145042,Nata para cocinar Dia Láctea 3 x 200 ml,1.85,3.08€/L,Dia Láctea,https://www.dia.es/huevos-leche-y-mantequilla/nata/p/145042,https://www.dia.es/product_images/145042/145042_ISO_0_ES.jpg,True
DI-0008,100604,Yogur sabores Dia Láctea pack 16 x 125 g,2.4,1.20€/kg,Dia Láctea,https://www.dia.es/yogures-y-postres/yogures-de-sabores-y-frutas/p/100604,https://www.dia.es/product_images/100604/100604_ISO_0_ES.jpg,True
DI-4634,73062,Queso fresco 0% M.G. Dia Láctea 4 x 62.5 g,1.15,4.60€/kg,Dia Láctea,https://www.dia.es/charcuteria-y-quesos/queso-fresco/p/73062,https://www.dia.es/product_images/73062/73062_ISO_0_ES.jpg,True
DI-2829,294393,Nata para cocinar textura espesa Dia Láctea 500 ml,1.55,3.10€/L,Dia Láctea,https://www.dia.es/huevos-leche-y-mantequilla/nata/p/294393,https://www.dia.es/product_images/294393/294393_ISO_0_ES.jpg,True
DI-4523,607P6,Leche desnatada Dia Láctea pack 6 x 1 L,5.04,0.84€/L,Dia Láctea,https://www.dia.es/huevos-leche-y-mantequilla/leche/p/607P6,https://www.dia.es/product_images/607P6/607P6_ISO_0_ES.jpg,True
DI-3369,303551,Queso fresco de Burgos Dia Láctea 250 g,1.09,4.36€/kg,Dia Láctea,https://www.dia.es/charcuteria-y-quesos/queso-fresco/p/303551,https://www.dia.es/product_images/303551/303551_ISO_0_ES.jpg,True
DI-1964,268201,Mantequilla sin sal Dia Láctea 250 g,2.1,8.40€/kg,Dia Láctea,https://www.dia.es/huevos-leche-y-mantequilla/mantequilla-y-margarina/p/268201,https://www.dia.es/product_images/268201/268201_ISO_0_ES.jpg,True
DI-2895,296013,Crema de queso semicurado Dia Láctea 125 g,1.59,12.72€/kg,Dia Láctea,https://www.dia.es/charcuteria-y-quesos/quesos-untables-y-fundidos/p/296013,https://www.dia.es/product_images/296013/296013_ISO_0_ES.jpg,True
DI-2896,296054,Crema de queso de cabra Dia Láctea 125 g,1.59,12.72€/kg,Dia Láctea,https://www.dia.es/charcuteria-y-quesos/quesos-untables-y-fundidos/p/296054,https://www.dia.es/product_images/296054/296054_ISO_0_ES.jpg,True
DI-4803,302962,Queso sándwich Dia Láctea 160 g,1.39,8.69€/kg,Dia Láctea,https://www.dia.es/charcuteria-y-quesos/quesos-en-lonchas-y-rallado/p/302962,https://www.dia.es/product_images/302962/302962_ISO_0_ES.jpg,True
DI-0183,115833,Batido de cacao 90% leche Dia Láctea 6 x 200 ml,1.75,1.46€/L,Dia Láctea,https://www.dia.es/huevos-leche-y-mantequilla/batidos/p/115833,https://www.dia.es/product_images/115833/115833_ISO_0_ES.jpg,True
DI-1896,265284,Petit de fresa líquido Dia Láctea pack 4 x 80 g,1.95,6.09€/kg,Dia Láctea,https://www.dia.es/yogures-y-postres/yogures-y-postres-infantiles/p/265284,https://www.dia.es/product_images/265284/265284_ISO_0_ES.jpg,True
DI-2669,290034,Dados de queso para ensalada Dia Láctea 100 g,1.39,13.90€/kg,Dia Láctea,https://www.dia.es/charcuteria-y-quesos/quesos-en-lonchas-y-rallado/p/290034,https://www.dia.es/product_images/290034/290034_ISO_0_ES.jpg,True
DI-2885,295594,Rulo de queso de vaca Dia Láctea 140 g,1.59,11.36€/kg,Dia Láctea,https://www.dia.es/charcuteria-y-quesos/queso-azul-roquefort-y-cabra/p/295594,https://www.dia.es/product_images/295594/295594_ISO_0_ES.jpg,True
DI-4549,63568,Nata montada Dia Láctea 250 g,1.65,6.60€/kg,Dia Láctea,https://www.dia.es/huevos-leche-y-mantequilla/nata/p/63568,https://www.dia.es/product_images/63568/63568_ISO_0_ES.jpg,True
DI-3734,307031,Bebida láctea de fresa 0% azúcares añadidos Diacol pack 6 x 100 g,1.88,3.13€/kg,Diacol,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/307031,https://www.dia.es/product_images/307031/307031_ISO_0_ES.jpg,True
DI-4524,608,Leche entera Dia Láctea 1 L,0.97,0.97€/L,Dia Láctea,https://www.dia.es/huevos-leche-y-mantequilla/leche/p/608,https://www.dia.es/product_images/608/608_ISO_0_ES.jpg,True
DI-3315,303223,Postre lácteo natural alto en proteína Dia Láctea pack 4 x 120 g,1.4,2.92€/kg,Dia Láctea,https://www.dia.es/yogures-y-postres/postres-y-batidos-de-proteinas/p/303223,https://www.dia.es/product_images/303223/303223_ISO_0_ES.jpg,True
DI-3922,308602,Kéfir con arándanos Dia Láctea pack 4 x 125 g,1.75,3.50€/kg,Dia Láctea,https://www.dia.es/yogures-y-postres/kefir-y-postres-vegetales/p/308602,https://www.dia.es/product_images/308602/308602_ISO_0_ES.jpg,True
DI-0275,123474,Bebida láctea natural 0% azúcares añadidos Danacol pack 12 x 100 g,6.99,5.83€/kg,Danacol,https://www.dia.es/yogures-y-postres/yogures-liquidos/p/123474,https://www.dia.es/product_images/123474/123474_ISO_0_ES.jpg,True
DI-0278,123683,Bebida láctea de fresa 0% azúcares añadidos Danacol pack 12 x 100 g,6.99,5.83€/kg,Danacol,https://www.dia.es/yogures-y-postres/yogures-liquidos/p/123683,https://www.dia.es/product_images/123683/123683_ISO_0_ES.jpg,True
DI-3806,307518,Bebida láctea desnatada con colágeno vita calcio Puleva 1 L,1.75,1.75€/L,Puleva,https://www.dia.es/huevos-leche-y-mantequilla/leche-sin-lactosa-y-enriquecidas/p/307518,https://www.dia.es/product_images/307518/307518_ISO_0_ES.jpg,True
DI-3793,307404,Leche entera Madriz 1 L,1.29,1.29€/L,Madriz,https://www.dia.es/huevos-leche-y-mantequilla/leche/p/307404,https://www.dia.es/product_images/307404/307404_ISO_0_ES.jpg,True
DI-3795,307406,Leche semidesnatada Madriz 1 L,1.29,1.29€/L,Madriz,https://www.dia.es/huevos-leche-y-mantequilla/leche/p/307406,https://www.dia.es/product_images/307406/307406_ISO_0_ES.jpg,True
DI-3796,307406P6,Leche semidesnatada Madriz pack 6 x 1 L,7.74,1.29€/L,Madriz,https://www.dia.es/huevos-leche-y-mantequilla/leche/p/307406P6,https://www.dia.es/product_images/307406P6/307406P6_ISO_0_ES.jpg,True
DI-3794,307404P6,Leche entera Madriz pack 6 x 1 L,7.74,1.29€/L,Madriz,https://www.dia.es/huevos-leche-y-mantequilla/leche/p/307404P6,https://www.dia.es/product_images/307404P6/307404P6_ISO_0_ES.jpg,True
DI-3881,308130,Leche evaporada Dia Láctea 3 x 200 ml,1.69,2.82€/L,Dia Láctea,https://www.dia.es/huevos-leche-y-mantequilla/leche-condensada-y-evaporada/p/308130,https://www.dia.es/product_images/308130/308130_ISO_0_ES.jpg,True
DI-3965,309194,Bebida láctea de cacao africano Pascual botella 230 ml,1.49,6.48€/L,Pascual,https://www.dia.es/huevos-leche-y-mantequilla/batidos/p/309194,https://www.dia.es/product_images/309194/309194_ISO_0_ES.jpg,True
DI-1726,256427,Natillas Nestlé Yogolino pack 4 x 100 g,3.19,7.98€/kg,Nestlé,https://www.dia.es/yogures-y-postres/yogures-y-postres-infantiles/p/256427,https://www.dia.es/product_images/256427/256427_ISO_0_ES.jpg,True
DI-3778,307307,Yogur natural de cabra Dia Láctea pack 2 x 125 g,1.59,6.36€/kg,Dia Láctea,https://www.dia.es/yogures-y-postres/yogures-naturales-y-desnatados/p/307307,https://www.dia.es/product_images/307307/307307_ISO_0_ES.jpg,True
DI-0540,145041,Nata para montar Dia Láctea 3 x 200 ml,2.25,3.75€/L,Dia Láctea,https://www.dia.es/huevos-leche-y-mantequilla/nata/p/145041,https://www.dia.es/product_images/145041/145041_ISO_0_ES.jpg,True
DI-2939,296458,Batido de chocolate Dia Láctea 6 x 200 ml,1.55,1.29€/L,Dia Láctea,https://www.dia.es/huevos-leche-y-mantequilla/batidos-cafes-frios-y-horchatas/p/296458,https://www.dia.es/product_images/296458/296458_ISO_0_ES.jpg,True
DI-0320,1269,Batido al cacao Dia Láctea botella 1 L,1.29,1.29€/L,Dia Láctea,https://www.dia.es/huevos-leche-y-mantequilla/batidos/p/1269,https://www.dia.es/product_images/1269/1269_ISO_0_ES.jpg,True
DI-2733,292375,Postre lácteo natural alto en proteína Dia Láctea vaso 300 g,1.15,3.83€/kg,Dia Láctea,https://www.dia.es/yogures-y-postres/postres-y-batidos-de-proteinas/p/292375,https://www.dia.es/product_images/292375/292375_ISO_0_ES.jpg,True
DI-0264,121677,Bebida láctea omega 3 con nueces Puleva 1 L,1.95,1.95€/L,Puleva,https://www.dia.es/huevos-leche-y-mantequilla/leche-sin-lactosa-y-enriquecidas/p/121677,https://www.dia.es/product_images/121677/121677_ISO_0_ES.jpg,True
DI-3805,307514,Bebida láctea natural 0% azúcares añadidos Diacol pack 6 x 100 g,1.89,3.15€/kg,Diacol,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/307514,https://www.dia.es/product_images/307514/307514_ISO_0_ES.jpg,True
DI-0348,129519,Bebida láctea con cereales crecimiento y desarrollo Puleva 1 L,1.89,1.89€/L,Puleva,https://www.dia.es/bebe/leche-para-bebes/p/129519,https://www.dia.es/product_images/129519/129519_ISO_0_ES.jpg,True
DI-1632,247782,Postre lácteo infantil con puré de fresa y plátano Smileat bolsa 100 g,1.75,17.50€/kg,Smileat,https://www.dia.es/bebe/yogures-bolsitas-de-frutas-y-snacks/p/247782,https://www.dia.es/product_images/247782/247782_ISO_0_ES.jpg,True
DI-4725,83548,Postre lacteo fresa Nestlé Yogolino pack 4 x 100 g,2.99,7.48€/kg,Nestlé,https://www.dia.es/bebe/yogures-bolsitas-de-frutas-y-snacks/p/83548,https://www.dia.es/product_images/83548/83548_ISO_0_ES.jpg,True
DI-4344,50238,Postre lácteo de plátano Nestlé Yogolino pack 4 x 100 g,2.99,7.48€/kg,Nestlé,https://www.dia.es/bebe/yogures-bolsitas-de-frutas-y-snacks/p/50238,https://www.dia.es/product_images/50238/50238_ISO_0_ES.jpg,True
DI-1417,222584,Bebida láctea omega 3 sin Lactosa Puleva 1 L,1.93,1.93€/L,Puleva,https://www.dia.es/huevos-leche-y-mantequilla/leche-sin-lactosa-y-enriquecidas/p/222584,https://www.dia.es/product_images/222584/222584_ISO_0_ES.jpg,True
DI-1281,208914,Postre lácteo infantil con puré de fresa y manzana Nestlé Yogolino bolsa 100 g,1.29,12.90€/kg,Nestlé,https://www.dia.es/bebe/yogures-bolsitas-de-frutas-y-snacks/p/208914,https://www.dia.es/product_images/208914/208914_ISO_0_ES.jpg,True
DI-4546,63050,Bebida láctea crecimiento y desarrollo Puleva 1 L,1.79,1.79€/L,Puleva,https://www.dia.es/bebe/leche-para-bebes/p/63050,https://www.dia.es/product_images/63050/63050_ISO_0_ES.jpg,True
DI-0699,159174,Postre lácteo natural Nestlé Yogolino pack 4 x 100 g,2.99,7.48€/kg,Nestlé,https://www.dia.es/bebe/yogures-bolsitas-de-frutas-y-snacks/p/159174,https://www.dia.es/product_images/159174/159174_ISO_0_ES.jpg,True
DI-3966,309195,Bebida láctea de café arábica Pascual 230 ml,1.49,6.48€/L,Pascual,https://www.dia.es/cafe-cacao-e-infusiones/cafes-frios/p/309195,https://www.dia.es/product_images/309195/309195_ISO_0_ES.jpg,True
DI-4201,40297,Bebida láctea crecimiento con cereales +12 meses Nativa 1 L,1.99,1.99€/L,Nativa,https://www.dia.es/bebe/leche-para-bebes/p/40297,https://www.dia.es/product_images/40297/40297_ISO_0_ES.jpg,True
DI-3785,307334,Bebida láctea infantil de crecimiento Peques 3 Puleva 3 x 200 ml,2.0,3.33€/L,Puleva,https://www.dia.es/bebe/leche-para-bebes/p/307334,https://www.dia.es/product_images/307334/307334_ISO_0_ES.jpg,True
DI-0585,1479,Bebida láctea crecimiento original +12 meses Nativa 1 L,1.99,1.99€/L,Nativa,https://www.dia.es/bebe/leche-para-bebes/p/1479,https://www.dia.es/product_images/1479/1479_ISO_0_ES.jpg,True
DI-1905,265764,Bebida láctea junior de crecimiento con cereales +3 años Nativa 1 L,2.39,2.39€/L,Nativa,https://www.dia.es/bebe/leche-para-bebes/p/265764,https://www.dia.es/product_images/265764/265764_ISO_0_ES.jpg,True
DI-1280,208913,Postre lácteo infantil con puré de plátano Nestlé Yogolino bolsa 100 g,1.29,12.90€/kg,Nestlé,https://www.dia.es/bebe/yogures-bolsitas-de-frutas-y-snacks/p/208913,https://www.dia.es/product_images/208913/208913_ISO_0_ES.jpg,True
DI-3885,308139,Alimento lácteo infantil con cacao Nesquik bolsa 110 g,1.59,14.45€/kg,Nesquik,https://www.dia.es/yogures-y-postres/yogures-y-postres-infantiles/p/308139,https://www.dia.es/product_images/308139/308139_ISO_0_ES.jpg,True
DI-0959,182329,Bebida láctea crecimiento con galleta maria Nativa 1 L,1.99,1.99€/L,Nativa,https://www.dia.es/bebe/leche-para-bebes/p/182329,https://www.dia.es/product_images/182329/182329_ISO_0_ES.jpg,True
DI-1418,222584P6,Bebida láctea omega 3 sin lactosa Puleva pack 6 x 1 L,11.58,1.93€/L,Puleva,https://www.dia.es/huevos-leche-y-mantequilla/leche-sin-lactosa-y-enriquecidas/p/222584P6,https://www.dia.es/product_images/222584P6/222584P6_ISO_0_ES.jpg,True
DI-0265,121677P6,Bebida láctea omega 3 con nueces Puleva pack 6 x 1 L,11.7,1.95€/L,Puleva,https://www.dia.es/huevos-leche-y-mantequilla/leche-sin-lactosa-y-enriquecidas/p/121677P6,https://www.dia.es/product_images/121677P6/121677P6_ISO_0_ES.jpg,True
DI-1874,264064,Quesitos Dia Láctea 375 g,2.1,5.60€/kg,Dia Láctea,https://www.dia.es/charcuteria-y-quesos/quesos-untables-y-fundidos/p/264064,https://www.dia.es/product_images/264064/264064_ISO_0_ES.jpg,True
DI-3341,303364,Alimento infantil lácteo con puré de fresa y plátano Dia Fruticampo bolsa 100 g,0.95,9.50€/kg,Dia Fruticampo,https://www.dia.es/yogures-y-postres/yogures-y-postres-infantiles/p/303364,https://www.dia.es/product_images/303364/303364_ISO_0_ES.jpg,True
DI-3340,303363,Alimento infantil lácteo con puré de fresa Dia Fruticampo bolsa 100 g,0.95,9.50€/kg,Dia Fruticampo,https://www.dia.es/yogures-y-postres/yogures-y-postres-infantiles/p/303363,https://www.dia.es/product_images/303363/303363_ISO_0_ES.jpg,True
DI-4346,504,Leche semidesnatada Dia Láctea 1 L,0.88,0.88€/L,Dia Láctea,https://www.dia.es/huevos-leche-y-mantequilla/leche/p/504,https://www.dia.es/product_images/504/504_ISO_0_ES.jpg,True
DI-4516,607,Leche desnatada Dia Láctea 1 L,0.84,0.84€/L,Dia Láctea,https://www.dia.es/huevos-leche-y-mantequilla/leche/p/607,https://www.dia.es/product_images/607/607_ISO_0_ES.jpg,True
DI-3632,306094,Queso azul Dia Láctea 100 g,1.36,13.60€/kg,Dia Láctea,https://www.dia.es/charcuteria-y-quesos/queso-azul-roquefort-y-cabra/p/306094,https://www.dia.es/product_images/306094/306094_ISO_0_ES.jpg,True
DI-3353,303496,Leche entera Dia Láctea 3 x 200 ml,0.86,1.43€/L,Dia Láctea,https://www.dia.es/huevos-leche-y-mantequilla/leche/p/303496,https://www.dia.es/product_images/303496/303496_ISO_0_ES.jpg,True
